sample_id,dataset,model_name,checkpoint_path,fusion_mode,fls_status,perturbation_type,seed,index,true_label,pred_label,true_sg,pred_sg,true_crystal_system,pred_crystal_system,symmetry_level,correct,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,top3_hit,predictive_entropy,normalized_predictive_entropy,max_probability,probability_sum,gate_weight,gate_mean,gate_median,gate_std,gate_min,gate_max,peak_descriptor_perturbed,perturbation_notes,gate_return_method
opxrd_0,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,0,224,13,225,14,cubic,monoclinic,High symmetry,False,13,0.374085009098053,216,0.2987794876098633,68,0.045601584017276764,False,2.597168812080015,0.4775893591361185,0.374085009098053,1.0,0.30753546953201294,0.30753546953201294,0.30753546953201294,0.0,0.30753546953201294,0.30753546953201294,False,clean input; no perturbation applied,forward_return_gate
opxrd_46,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,46,147,147,148,148,trigonal,trigonal,Medium symmetry,True,147,0.9031935334205627,138,0.0026210611686110497,12,0.0024754886981099844,True,0.8256979530994334,0.1518363205451175,0.9031935334205627,1.0,0.14082621037960052,0.14082621037960052,0.14082621037960052,0.0,0.14082621037960052,0.14082621037960052,False,clean input; no perturbation applied,forward_return_gate
opxrd_53,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,53,138,138,139,139,tetragonal,tetragonal,Medium symmetry,True,138,0.989556610584259,139,0.002299051731824875,220,0.0006759270327165723,True,0.10410919981653603,0.019144479861797178,0.989556610584259,1.0000001192092896,0.39923086762428284,0.39923086762428284,0.39923086762428284,0.0,0.39923086762428284,0.39923086762428284,False,clean input; no perturbation applied,forward_return_gate
opxrd_61,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,61,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.18743833899497986,10,0.11803390085697174,1,0.020993368700146675,True,4.481275390412012,0.8240548060891296,0.18743833899497986,1.0,0.22254694998264313,0.22254694998264313,0.22254694998264313,0.0,0.22254694998264313,0.22254694998264313,False,clean input; no perturbation applied,forward_return_gate
opxrd_68,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,68,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9555423855781555,61,0.0013744242023676634,13,0.0008456884534098208,True,0.41760017450507586,0.07679185072197221,0.9555423855781555,1.0000001192092896,0.1735742837190628,0.1735742837190628,0.1735742837190628,0.0,0.1735742837190628,0.1735742837190628,False,clean input; no perturbation applied,forward_return_gate
opxrd_76,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,76,128,128,129,129,tetragonal,tetragonal,Medium symmetry,True,128,0.9870952367782593,1,0.0005735072190873325,14,0.0004578650987241417,True,0.1350172698102965,0.024828117086992525,0.9870952367782593,1.000000238418579,0.2691982090473175,0.2691982090473175,0.2691982090473175,0.0,0.2691982090473175,0.2691982090473175,False,clean input; no perturbation applied,forward_return_gate
opxrd_83,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,83,1,1,2,2,triclinic,triclinic,Low symmetry,True,1,0.15594901144504547,18,0.15506663918495178,2,0.09294071793556213,True,4.165372472021294,0.7659639066290276,0.15594901144504547,1.0,0.21311132609844208,0.21311132609844208,0.21311132609844208,0.0,0.21311132609844208,0.21311132609844208,False,clean input; no perturbation applied,forward_return_gate
opxrd_85,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,85,202,202,203,203,cubic,cubic,High symmetry,True,202,0.8907596468925476,13,0.010218225419521332,14,0.007126752752810717,True,0.8383668678751408,0.15416598770442488,0.8907596468925476,1.0000001192092896,0.11683981865644455,0.11683981865644455,0.11683981865644455,0.0,0.11683981865644455,0.11683981865644455,False,clean input; no perturbation applied,forward_return_gate
opxrd_94,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,94,14,14,15,15,monoclinic,monoclinic,Low symmetry,True,14,0.857733428478241,10,0.015016057528555393,13,0.014426693320274353,True,1.067731276128167,0.19634345427367267,0.857733428478241,1.000000238418579,0.30510973930358887,0.30510973930358887,0.30510973930358887,0.0,0.30510973930358887,0.30510973930358887,False,clean input; no perturbation applied,forward_return_gate
opxrd_97,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,97,14,18,15,19,monoclinic,orthorhombic,Low symmetry,False,18,0.5521885752677917,1,0.3208632469177246,14,0.01152107771486044,True,1.5802507423676457,0.29058986686248867,0.5521885752677917,1.0,0.09418009966611862,0.09418009966611862,0.09418009966611862,0.0,0.09418009966611862,0.09418009966611862,False,clean input; no perturbation applied,forward_return_gate
opxrd_98,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,98,1,13,2,14,triclinic,monoclinic,Low symmetry,False,13,0.12000180035829544,1,0.037248846143484116,60,0.020432597026228905,True,4.973297337144111,0.9145319614930153,0.12000180035829544,1.0,0.17525459825992584,0.17525459825992584,0.17525459825992584,0.0,0.17525459825992584,0.17525459825992584,False,clean input; no perturbation applied,forward_return_gate
opxrd_106,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,106,10,10,11,11,monoclinic,monoclinic,Low symmetry,True,10,0.9670871496200562,1,0.001060875947587192,128,0.0008673886186443269,True,0.3166878937499439,0.05823524736579317,0.9670871496200562,0.9999998211860657,0.250072181224823,0.250072181224823,0.250072181224823,0.0,0.250072181224823,0.250072181224823,False,clean input; no perturbation applied,forward_return_gate
opxrd_114,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,114,32,13,33,14,orthorhombic,monoclinic,Low symmetry,False,13,0.0512719601392746,71,0.03963831812143326,128,0.03760713338851929,False,5.116796527020821,0.9409198057528895,0.0512719601392746,0.9999999403953552,0.2852575182914734,0.2852575182914734,0.2852575182914734,0.0,0.2852575182914734,0.2852575182914734,False,clean input; no perturbation applied,forward_return_gate
opxrd_119,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,119,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9139904379844666,62,0.010056507773697376,59,0.004354576114565134,True,0.7161363030948411,0.1316891980445656,0.9139904379844666,0.9999999403953552,0.17463091015815735,0.17463091015815735,0.17463091015815735,0.0,0.17463091015815735,0.17463091015815735,False,clean input; no perturbation applied,forward_return_gate
opxrd_120,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,120,3,1,4,2,monoclinic,triclinic,Low symmetry,False,1,0.7994521260261536,10,0.030675167217850685,13,0.021302351728081703,False,1.3861766771008477,0.2549018869265677,0.7994521260261536,1.0,0.3119993507862091,0.3119993507862091,0.3119993507862091,0.0,0.3119993507862091,0.3119993507862091,False,clean input; no perturbation applied,forward_return_gate
opxrd_124,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,124,18,18,19,19,orthorhombic,orthorhombic,Low symmetry,True,18,0.1837441772222519,1,0.02292930707335472,199,0.021752847358584404,True,4.6736112870995505,0.8594231568912115,0.1837441772222519,1.0,0.13972918689250946,0.13972918689250946,0.13972918689250946,0.0,0.13972918689250946,0.13972918689250946,False,clean input; no perturbation applied,forward_return_gate
opxrd_125,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,125,223,61,224,62,cubic,orthorhombic,High symmetry,False,61,0.21891048550605774,13,0.09112546592950821,139,0.07658640295267105,False,4.005830179173645,0.7366259209571637,0.21891048550605774,1.0,0.3390132784843445,0.3390132784843445,0.3390132784843445,0.0,0.3390132784843445,0.3390132784843445,False,clean input; no perturbation applied,forward_return_gate
opxrd_127,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,127,10,10,11,11,monoclinic,monoclinic,Low symmetry,True,10,0.9557605385780334,13,0.0018078612629324198,59,0.0012113297125324607,True,0.4118681706115882,0.07573780138435367,0.9557605385780334,1.0000001192092896,0.24832138419151306,0.24832138419151306,0.24832138419151306,0.0,0.24832138419151306,0.24832138419151306,False,clean input; no perturbation applied,forward_return_gate
opxrd_150,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,150,14,14,15,15,monoclinic,monoclinic,Low symmetry,True,14,0.41370689868927,73,0.1839357614517212,1,0.023292038589715958,True,3.149218408863371,0.5791049063399838,0.41370689868927,1.0,0.059724751859903336,0.059724751859903336,0.059724751859903336,0.0,0.059724751859903336,0.059724751859903336,False,clean input; no perturbation applied,forward_return_gate
opxrd_152,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,152,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.8955607414245605,18,0.00429870979860425,165,0.0024531716480851173,True,0.8818377929201877,0.1621597889301107,0.8955607414245605,1.0000001192092896,0.21486753225326538,0.21486753225326538,0.21486753225326538,0.0,0.21486753225326538,0.21486753225326538,False,clean input; no perturbation applied,forward_return_gate
opxrd_168,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,168,226,226,227,227,cubic,cubic,High symmetry,True,226,0.4541736841201782,61,0.06809211522340775,13,0.045108236372470856,True,3.329194806217995,0.6122004879103565,0.4541736841201782,0.9999998807907104,0.32630789279937744,0.32630789279937744,0.32630789279937744,0.0,0.32630789279937744,0.32630789279937744,False,clean input; no perturbation applied,forward_return_gate
opxrd_170,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,170,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9710537195205688,61,0.0017184675671160221,13,0.0004982309765182436,True,0.28258035953471705,0.051963265609429175,0.9710537195205688,0.9999999403953552,0.18074116110801697,0.18074116110801697,0.18074116110801697,0.0,0.18074116110801697,0.18074116110801697,False,clean input; no perturbation applied,forward_return_gate
opxrd_178,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,178,192,192,193,193,hexagonal,hexagonal,Medium symmetry,True,192,0.8132101893424988,45,0.058229465037584305,138,0.006662201136350632,True,1.2394138721238324,0.22791390152955512,0.8132101893424988,1.0,0.3554682433605194,0.3554682433605194,0.3554682433605194,0.0,0.3554682433605194,0.3554682433605194,False,clean input; no perturbation applied,forward_return_gate
opxrd_184,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,184,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.9305435419082642,18,0.005248073022812605,61,0.0034160560462623835,True,0.5930793677676205,0.10906044838192279,0.9305435419082642,0.9999999403953552,0.051912158727645874,0.051912158727645874,0.051912158727645874,0.0,0.051912158727645874,0.051912158727645874,False,clean input; no perturbation applied,forward_return_gate
opxrd_187,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,187,124,124,125,125,tetragonal,tetragonal,Medium symmetry,True,124,0.9616860747337341,10,0.002345913788303733,13,0.002095591276884079,True,0.3565789536139181,0.06557075271572768,0.9616860747337341,0.9999998807907104,0.3218056857585907,0.3218056857585907,0.3218056857585907,0.0,0.3218056857585907,0.3218056857585907,False,clean input; no perturbation applied,forward_return_gate
opxrd_189,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,189,1,1,2,2,triclinic,triclinic,Low symmetry,True,1,0.293133407831192,91,0.10247619450092316,10,0.02519466169178486,True,3.994972493706143,0.7346293179562317,0.293133407831192,1.0,0.3604603111743927,0.3604603111743927,0.3604603111743927,0.0,0.3604603111743927,0.3604603111743927,False,clean input; no perturbation applied,forward_return_gate
opxrd_200,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,200,73,1,74,2,orthorhombic,triclinic,Low symmetry,False,1,0.23724067211151123,14,0.18153204023838043,18,0.12564103305339813,False,3.6398927309570372,0.6693342491317544,0.23724067211151123,1.0,0.14057298004627228,0.14057298004627228,0.14057298004627228,0.0,0.14057298004627228,0.14057298004627228,False,clean input; no perturbation applied,forward_return_gate
opxrd_201,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,201,13,13,14,14,monoclinic,monoclinic,Low symmetry,True,13,0.8518978953361511,61,0.018002398312091827,3,0.017848249524831772,True,1.0509176190545497,0.1932516168585713,0.8518978953361511,1.0,0.05738842114806175,0.05738842114806175,0.05738842114806175,0.0,0.05738842114806175,0.05738842114806175,False,clean input; no perturbation applied,forward_return_gate
opxrd_203,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,203,70,192,71,193,orthorhombic,hexagonal,Low symmetry,False,192,0.12509608268737793,87,0.0698796734213829,126,0.045852016657590866,False,4.743669742248986,0.872306097938886,0.12509608268737793,0.9999999403953552,0.35456183552742004,0.35456183552742004,0.35456183552742004,0.0,0.35456183552742004,0.35456183552742004,False,clean input; no perturbation applied,forward_return_gate
opxrd_211,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,211,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9110121130943298,226,0.012139571830630302,13,0.009503067471086979,True,0.691275890279526,0.1271176551517427,0.9110121130943298,0.9999996423721313,0.343031644821167,0.343031644821167,0.343031644821167,0.0,0.343031644821167,0.343031644821167,False,clean input; no perturbation applied,forward_return_gate
opxrd_212,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,212,128,128,129,129,tetragonal,tetragonal,Medium symmetry,True,128,0.974963903427124,14,0.001091493759304285,1,0.0005861633107997477,True,0.24647216546806094,0.04532338560484609,0.974963903427124,0.9999998211860657,0.2985685467720032,0.2985685467720032,0.2985685467720032,0.0,0.2985685467720032,0.2985685467720032,False,clean input; no perturbation applied,forward_return_gate
opxrd_213,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,213,73,1,74,2,orthorhombic,triclinic,Low symmetry,False,1,0.3201879858970642,18,0.07841256260871887,3,0.06009963899850845,False,3.7732483816565336,0.6938568136483617,0.3201879858970642,1.000000238418579,0.10508186370134354,0.10508186370134354,0.10508186370134354,0.0,0.10508186370134354,0.10508186370134354,False,clean input; no perturbation applied,forward_return_gate
opxrd_231,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,231,3,3,4,4,monoclinic,monoclinic,Low symmetry,True,3,0.9814019799232483,1,0.008079730905592442,28,0.0018534990958869457,True,0.1506929701745203,0.02771069740142486,0.9814019799232483,1.0000001192092896,0.2912205457687378,0.2912205457687378,0.2912205457687378,0.0,0.2912205457687378,0.2912205457687378,False,clean input; no perturbation applied,forward_return_gate
opxrd_232,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,232,147,87,148,88,trigonal,tetragonal,Medium symmetry,False,87,0.31253793835639954,165,0.21566541492938995,14,0.04097924754023552,False,3.3706825558245352,0.6198296060694949,0.31253793835639954,1.0000001192092896,0.3120483160018921,0.3120483160018921,0.3120483160018921,0.0,0.3120483160018921,0.3120483160018921,False,clean input; no perturbation applied,forward_return_gate
opxrd_239,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,239,175,175,176,176,hexagonal,hexagonal,Medium symmetry,True,175,0.5437221527099609,91,0.029406335204839706,60,0.022930556908249855,True,2.97676639448469,0.5473929719267233,0.5437221527099609,0.9999999403953552,0.34154629707336426,0.34154629707336426,0.34154629707336426,0.0,0.34154629707336426,0.34154629707336426,False,clean input; no perturbation applied,forward_return_gate
opxrd_247,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,247,18,18,19,19,orthorhombic,orthorhombic,Low symmetry,True,18,0.9686210751533508,13,0.0036613831762224436,1,0.0015686273109167814,True,0.29144805030420434,0.0535939315607213,0.9686210751533508,1.0000001192092896,0.24769335985183716,0.24769335985183716,0.24769335985183716,0.0,0.24769335985183716,0.24769335985183716,False,clean input; no perturbation applied,forward_return_gate
opxrd_252,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,252,35,35,36,36,orthorhombic,orthorhombic,Low symmetry,True,35,0.8647471070289612,42,0.05820639058947563,18,0.020343974232673645,True,0.7653502178387688,0.14073906877064601,0.8647471070289612,1.0000001192092896,0.1271548569202423,0.1271548569202423,0.1271548569202423,0.0,0.1271548569202423,0.1271548569202423,False,clean input; no perturbation applied,forward_return_gate
opxrd_255,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,255,13,57,14,58,monoclinic,orthorhombic,Low symmetry,False,57,0.08514342457056046,1,0.08280511945486069,14,0.04503388702869415,False,4.797323952579719,0.8821724877583011,0.08514342457056046,1.0,0.19869539141654968,0.19869539141654968,0.19869539141654968,0.0,0.19869539141654968,0.19869539141654968,False,clean input; no perturbation applied,forward_return_gate
opxrd_264,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,264,59,59,60,60,orthorhombic,orthorhombic,Low symmetry,True,59,0.9699406027793884,61,0.0006898018182255328,13,0.0006857019034214318,True,0.29385258491416716,0.054036097714130885,0.9699406027793884,0.9999999403953552,0.18831415474414825,0.18831415474414825,0.18831415474414825,0.0,0.18831415474414825,0.18831415474414825,False,clean input; no perturbation applied,forward_return_gate
opxrd_267,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,267,220,1,221,2,cubic,triclinic,High symmetry,False,1,0.1424427181482315,220,0.07490039616823196,14,0.06776600331068039,True,4.683015511781433,0.8611524852344837,0.1424427181482315,1.0,0.13740700483322144,0.13740700483322144,0.13740700483322144,0.0,0.13740700483322144,0.13740700483322144,False,clean input; no perturbation applied,forward_return_gate
opxrd_276,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,276,14,59,15,60,monoclinic,orthorhombic,Low symmetry,False,59,0.2514412999153137,13,0.04208057373762131,61,0.041828129440546036,False,4.305244985418224,0.7916848469557746,0.2514412999153137,1.0000001192092896,0.32796549797058105,0.32796549797058105,0.32796549797058105,0.0,0.32796549797058105,0.32796549797058105,False,clean input; no perturbation applied,forward_return_gate
opxrd_283,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,283,1,1,2,2,triclinic,triclinic,Low symmetry,True,1,0.7581132650375366,59,0.009470452554523945,61,0.007174229249358177,True,1.8009974605085328,0.331182639714968,0.7581132650375366,0.9999998211860657,0.36623817682266235,0.36623817682266235,0.36623817682266235,0.0,0.36623817682266235,0.36623817682266235,False,clean input; no perturbation applied,forward_return_gate
opxrd_285,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,285,32,1,33,2,orthorhombic,triclinic,Low symmetry,False,1,0.9400799870491028,14,0.006218825001269579,18,0.0031725852750241756,False,0.5196886100341805,0.09556473536188369,0.9400799870491028,1.0,0.2589176893234253,0.2589176893234253,0.2589176893234253,0.0,0.2589176893234253,0.2589176893234253,False,clean input; no perturbation applied,forward_return_gate
opxrd_286,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,286,128,128,129,129,tetragonal,tetragonal,Medium symmetry,True,128,0.9858075380325317,1,0.0006889990763738751,14,0.0006701719248667359,True,0.1464357183883906,0.02692783794971659,0.9858075380325317,0.9999997615814209,0.2732318639755249,0.2732318639755249,0.2732318639755249,0.0,0.2732318639755249,0.2732318639755249,False,clean input; no perturbation applied,forward_return_gate
opxrd_289,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,289,32,32,33,33,orthorhombic,orthorhombic,Low symmetry,True,32,0.7951523065567017,35,0.08721025288105011,1,0.015006606467068195,True,1.2016496050184882,0.22096948881321649,0.7951523065567017,1.0,0.05743027478456497,0.05743027478456497,0.05743027478456497,0.0,0.05743027478456497,0.05743027478456497,False,clean input; no perturbation applied,forward_return_gate
opxrd_294,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,294,204,204,205,205,cubic,cubic,High symmetry,True,204,0.7633825540542603,224,0.11325065791606903,13,0.00612898962572217,True,1.341642032895435,0.24671248002837534,0.7633825540542603,1.0000001192092896,0.35591739416122437,0.35591739416122437,0.35591739416122437,0.0,0.35591739416122437,0.35591739416122437,False,clean input; no perturbation applied,forward_return_gate
opxrd_304,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,304,13,1,14,2,monoclinic,triclinic,Low symmetry,False,1,0.7691309452056885,14,0.029899483546614647,162,0.012782659381628036,False,1.6137925141684706,0.296757811442809,0.7691309452056885,1.0,0.23312819004058838,0.23312819004058838,0.23312819004058838,0.0,0.23312819004058838,0.23312819004058838,False,clean input; no perturbation applied,forward_return_gate
opxrd_309,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,309,14,18,15,19,monoclinic,orthorhombic,Low symmetry,False,18,0.4430157542228699,1,0.1543542444705963,60,0.06829272955656052,False,2.925856670814419,0.5380312615179151,0.4430157542228699,0.9999999403953552,0.10675621777772903,0.10675621777772903,0.10675621777772903,0.0,0.10675621777772903,0.10675621777772903,False,clean input; no perturbation applied,forward_return_gate
opxrd_310,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,310,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9267186522483826,13,0.010652751661837101,226,0.0090812798589468,True,0.5807610662134568,0.10679525494608029,0.9267186522483826,1.0,0.3428877592086792,0.3428877592086792,0.3428877592086792,0.0,0.3428877592086792,0.3428877592086792,False,clean input; no perturbation applied,forward_return_gate
