sample_id,true_sg,pred_sg,condition,seed,gate_weight,correct
opxrd_740,4,14,clean,0,0.3213808238506317,False
opxrd_742,221,221,clean,0,0.1582246273756027,True
opxrd_743,72,72,clean,0,0.2461617588996887,True
opxrd_745,74,74,clean,0,0.059559691697359,True
opxrd_749,63,14,clean,0,0.1479015499353408,False
opxrd_752,36,36,clean,0,0.1213420927524566,True
opxrd_755,5,200,clean,0,0.3391844034194946,False
opxrd_756,167,167,clean,0,0.4068204760551452,True
opxrd_760,14,11,clean,0,0.2659824192523956,False
opxrd_773,166,166,clean,0,0.2625622153282165,True
opxrd_779,2,70,clean,0,0.2826755046844482,False
opxrd_781,74,74,clean,0,0.0570176728069782,True
opxrd_782,13,13,clean,0,0.1831152588129043,True
opxrd_787,217,217,clean,0,0.2166827023029327,True
opxrd_797,12,164,clean,0,0.2597846388816833,False
opxrd_801,88,88,clean,0,0.2169679105281829,True
opxrd_803,125,125,clean,0,0.3233843445777893,True
opxrd_805,139,139,clean,0,0.3705779314041137,True
opxrd_808,129,176,clean,0,0.2217262387275695,False
opxrd_809,62,36,clean,0,0.1382975876331329,False
opxrd_816,14,14,clean,0,0.2184218019247055,True
opxrd_817,14,26,clean,0,0.3064878582954407,False
opxrd_818,191,191,clean,0,0.2830913662910461,True
opxrd_823,14,14,clean,0,0.181426003575325,True
opxrd_824,14,14,clean,0,0.2272514253854751,True
opxrd_826,125,125,clean,0,0.3361448645591736,True
opxrd_831,223,166,clean,0,0.2540427148342132,False
opxrd_833,139,139,clean,0,0.3858639895915985,True
opxrd_836,12,2,clean,0,0.2084138244390487,False
opxrd_850,19,14,clean,0,0.1923853009939193,False
opxrd_862,225,225,clean,0,0.1244083791971206,True
opxrd_866,225,225,clean,0,0.1065200567245483,True
opxrd_871,225,225,clean,0,0.0884141474962234,True
opxrd_875,225,225,clean,0,0.092570811510086,True
opxrd_883,225,225,clean,0,0.105936050415039,True
opxrd_885,225,225,clean,0,0.1284452825784683,True
opxrd_886,225,225,clean,0,0.0800033509731292,True
opxrd_898,225,225,clean,0,0.1271494925022125,True
opxrd_901,225,225,clean,0,0.1172489076852798,True
opxrd_904,225,225,clean,0,0.1336992979049682,True
opxrd_907,225,225,clean,0,0.0916226357221603,True
opxrd_910,225,225,clean,0,0.1171508729457855,True
opxrd_913,225,225,clean,0,0.0722191631793975,True
opxrd_917,225,225,clean,0,0.12922303378582,True
opxrd_927,225,225,clean,0,0.1211520433425903,True
opxrd_930,225,225,clean,0,0.0908543094992637,True
opxrd_935,225,225,clean,0,0.1216488629579544,True
opxrd_938,225,225,clean,0,0.1298068314790725,True
opxrd_943,225,225,clean,0,0.1436927169561386,True
opxrd_944,225,225,clean,0,0.1350680142641067,True
opxrd_950,225,225,clean,0,0.1457442343235016,True
opxrd_958,225,225,clean,0,0.1266274899244308,True
opxrd_965,225,225,clean,0,0.0926621854305267,True
opxrd_970,225,225,clean,0,0.1398769170045852,True
opxrd_983,225,225,clean,0,0.1272751241922378,True
opxrd_986,225,225,clean,0,0.0813246816396713,True
opxrd_994,225,225,clean,0,0.1380127817392349,True
opxrd_998,225,225,clean,0,0.1456890255212783,True
opxrd_1005,225,225,clean,0,0.1360428184270858,True
opxrd_1015,225,225,clean,0,0.0795182287693023,True
opxrd_1016,225,225,clean,0,0.0756384506821632,True
opxrd_1024,225,225,clean,0,0.1213493645191192,True
opxrd_1027,225,225,clean,0,0.139260858297348,True
opxrd_1037,225,225,clean,0,0.1235757693648338,True
opxrd_1039,225,225,clean,0,0.1343636065721511,True
opxrd_1054,225,225,clean,0,0.1427502632141113,True
opxrd_1058,225,225,clean,0,0.1492702960968017,True
opxrd_1061,225,225,clean,0,0.1332299709320068,True
opxrd_1067,225,225,clean,0,0.1329593509435653,True
opxrd_1068,225,225,clean,0,0.1289057582616806,True
opxrd_1072,225,225,clean,0,0.1415367424488067,True
opxrd_1079,225,225,clean,0,0.1267404556274414,True
opxrd_1081,225,225,clean,0,0.1089060306549072,True
opxrd_1082,225,225,clean,0,0.1178146675229072,True
opxrd_1083,225,225,clean,0,0.1298227459192276,True
opxrd_1084,225,225,clean,0,0.1246653571724891,True
opxrd_1087,225,225,clean,0,0.1233122125267982,True
opxrd_1091,225,225,clean,0,0.1331606209278106,True
opxrd_1092,225,225,clean,0,0.0809260383248329,True
opxrd_1094,225,225,clean,0,0.1287213712930679,True
opxrd_1100,225,225,clean,0,0.1224973425269126,True
opxrd_1105,225,225,clean,0,0.0721251294016838,True
opxrd_1113,225,225,clean,0,0.1345587819814682,True
opxrd_1117,225,225,clean,0,0.1331151723861694,True
opxrd_1118,225,225,clean,0,0.134937897324562,True
opxrd_1120,225,225,clean,0,0.1473114788532257,True
opxrd_1123,225,225,clean,0,0.1287731677293777,True
opxrd_1126,225,225,clean,0,0.1291962265968322,True
opxrd_1135,225,225,clean,0,0.1370838731527328,True
opxrd_1138,225,225,clean,0,0.1406072378158569,True
opxrd_1140,225,225,clean,0,0.1420119404792785,True
opxrd_1142,225,225,clean,0,0.0725552290678024,True
opxrd_1145,225,225,clean,0,0.1302197426557541,True
opxrd_1152,225,225,clean,0,0.1242426037788391,True
opxrd_1175,225,225,clean,0,0.114753782749176,True
opxrd_1180,225,225,clean,0,0.1355585306882858,True
opxrd_1183,225,225,clean,0,0.129344642162323,True
opxrd_1185,225,225,clean,0,0.1425535082817077,True
opxrd_1188,225,225,clean,0,0.1272454261779785,True
opxrd_1190,225,225,clean,0,0.1275692135095596,True
opxrd_aug_source_715_label_52,53,53,clean,0,0.2207881957292556,True
opxrd_0,225,14,clean,1,0.3075354695320129,False
opxrd_1,88,88,clean,1,0.1978136599063873,True
opxrd_7,61,129,clean,1,0.2806349396705627,False
opxrd_15,221,63,clean,1,0.1531473398208618,False
opxrd_22,216,227,clean,1,0.2861375212669372,False
opxrd_28,15,15,clean,1,0.0589784979820251,True
opxrd_32,14,12,clean,1,0.1261074542999267,False
opxrd_35,2,60,clean,1,0.3050615787506103,False
opxrd_36,163,163,clean,1,0.2449725270271301,True
opxrd_37,11,11,clean,1,0.249141663312912,True
opxrd_38,13,2,clean,1,0.0883460342884063,False
opxrd_46,148,148,clean,1,0.1408262103796005,True
opxrd_53,139,139,clean,1,0.3992308676242828,True
opxrd_61,14,14,clean,1,0.2225469499826431,True
opxrd_68,60,60,clean,1,0.1735742837190628,True
opxrd_76,129,129,clean,1,0.2691982090473175,True
opxrd_83,2,2,clean,1,0.213111326098442,True
opxrd_85,203,203,clean,1,0.1168398186564445,True
opxrd_94,15,15,clean,1,0.3051097393035888,True
opxrd_97,15,19,clean,1,0.0941800996661186,False
opxrd_98,2,14,clean,1,0.1752545982599258,False
opxrd_106,11,11,clean,1,0.250072181224823,True
opxrd_114,33,14,clean,1,0.2852575182914734,False
opxrd_119,62,62,clean,1,0.1746309101581573,True
opxrd_120,4,2,clean,1,0.3119993507862091,False
opxrd_124,19,19,clean,1,0.1397291868925094,True
opxrd_125,224,62,clean,1,0.3390132784843445,False
opxrd_127,11,11,clean,1,0.248321384191513,True
opxrd_150,15,15,clean,1,0.0597247518599033,True
opxrd_152,14,14,clean,1,0.2148675322532653,True
opxrd_168,227,227,clean,1,0.3263078927993774,True
opxrd_170,60,60,clean,1,0.1807411611080169,True
opxrd_178,193,193,clean,1,0.3554682433605194,True
opxrd_184,14,14,clean,1,0.0519121587276458,True
opxrd_187,125,125,clean,1,0.3218056857585907,True
opxrd_189,2,2,clean,1,0.3604603111743927,True
opxrd_200,74,2,clean,1,0.1405729800462722,False
opxrd_201,14,14,clean,1,0.0573884211480617,True
opxrd_203,71,193,clean,1,0.35456183552742,False
opxrd_211,62,62,clean,1,0.343031644821167,True
opxrd_212,129,129,clean,1,0.2985685467720032,True
opxrd_213,74,2,clean,1,0.1050818637013435,False
opxrd_231,4,4,clean,1,0.2912205457687378,True
opxrd_232,148,88,clean,1,0.3120483160018921,False
opxrd_239,176,176,clean,1,0.3415462970733642,True
opxrd_247,19,19,clean,1,0.2476933598518371,True
opxrd_252,36,36,clean,1,0.1271548569202423,True
opxrd_255,14,58,clean,1,0.1986953914165496,False
opxrd_264,60,60,clean,1,0.1883141547441482,True
opxrd_267,221,2,clean,1,0.1374070048332214,False
opxrd_276,15,60,clean,1,0.327965497970581,False
opxrd_283,2,2,clean,1,0.3662381768226623,True
opxrd_285,33,2,clean,1,0.2589176893234253,False
opxrd_286,129,129,clean,1,0.2732318639755249,True
opxrd_289,33,33,clean,1,0.0574302747845649,True
opxrd_294,205,205,clean,1,0.3559173941612243,True
opxrd_304,14,2,clean,1,0.2331281900405883,False
opxrd_309,15,19,clean,1,0.106756217777729,False
opxrd_310,62,62,clean,1,0.3428877592086792,True
opxrd_312,142,11,clean,1,0.3300196528434753,False
opxrd_314,227,227,clean,1,0.2371813654899597,True
opxrd_315,60,60,clean,1,0.2048942893743515,True
opxrd_328,63,13,clean,1,0.0853274166584014,False
opxrd_334,148,148,clean,1,0.1749756336212158,True
opxrd_338,221,221,clean,1,0.1786282360553741,True
opxrd_343,74,65,clean,1,0.3242365717887878,False
opxrd_344,61,61,clean,1,0.1743183732032776,True
opxrd_345,85,19,clean,1,0.3292722105979919,False
opxrd_346,225,225,clean,1,0.3061774373054504,True
opxrd_347,15,15,clean,1,0.2125795781612396,True
opxrd_350,14,14,clean,1,0.2916961908340454,True
opxrd_352,15,60,clean,1,0.2550787925720215,False
opxrd_355,167,2,clean,1,0.1920894384384155,False
opxrd_357,4,4,clean,1,0.0302188415080308,True
opxrd_360,227,14,clean,1,0.0040946933440864,False
opxrd_369,121,121,clean,1,0.2453437149524688,True
opxrd_373,2,15,clean,1,0.1855793595314026,False
opxrd_379,72,72,clean,1,0.2709504663944244,True
opxrd_381,161,18,clean,1,0.242850050330162,False
opxrd_392,29,29,clean,1,0.2040231227874755,True
opxrd_408,2,2,clean,1,0.1723727732896804,True
opxrd_410,12,12,clean,1,0.2186174839735031,True
opxrd_415,14,62,clean,1,0.1937186270952224,False
opxrd_429,141,227,clean,1,0.1609473079442978,False
opxrd_433,14,11,clean,1,0.2965289950370788,False
opxrd_435,140,140,clean,1,0.3751557171344757,True
opxrd_464,74,74,clean,1,0.0868914276361465,True
opxrd_467,60,60,clean,1,0.1756379753351211,True
opxrd_482,14,15,clean,1,0.2918969392776489,False
opxrd_496,148,148,clean,1,0.1276739835739135,True
opxrd_503,14,14,clean,1,0.0372210294008255,True
opxrd_507,87,186,clean,1,0.3144440948963165,False
opxrd_511,19,2,clean,1,0.2360329180955886,False
opxrd_512,74,74,clean,1,0.0571111068129539,True
opxrd_513,14,14,clean,1,0.241173654794693,True
opxrd_519,148,163,clean,1,0.2756201326847076,False
opxrd_529,227,227,clean,1,0.3156844973564148,True
opxrd_531,14,14,clean,1,0.0740013122558593,True
opxrd_535,164,198,clean,1,0.1740153133869171,False
opxrd_536,60,62,clean,1,0.3033035099506378,False
opxrd_540,194,194,clean,1,0.3518285453319549,True
opxrd_542,58,58,clean,1,0.1279481202363968,True
opxrd_544,88,88,clean,1,0.1840001344680786,True
opxrd_545,14,14,clean,1,0.1890683323144912,True
opxrd_553,62,62,clean,1,0.1955396682024002,True
opxrd_557,63,14,clean,1,0.0647627338767051,False
opxrd_558,15,14,clean,1,0.2595424354076385,False
opxrd_560,129,14,clean,1,0.1999012231826782,False
opxrd_561,62,62,clean,1,0.1338610053062439,True
opxrd_564,92,92,clean,1,0.3501351177692413,True
opxrd_576,176,176,clean,1,0.2233793884515762,True
opxrd_586,62,13,clean,1,0.2734483778476715,False
opxrd_588,2,2,clean,1,0.1704881638288498,True
opxrd_600,14,19,clean,1,0.3148850202560425,False
opxrd_608,19,19,clean,1,0.3148205578327179,True
opxrd_613,123,62,clean,1,0.3316488564014435,False
opxrd_618,129,129,clean,1,0.2079869955778122,True
opxrd_619,14,14,clean,1,0.2328220903873443,True
opxrd_624,14,26,clean,1,0.2953314185142517,False
opxrd_627,74,74,clean,1,0.0596348829567432,True
opxrd_629,129,129,clean,1,0.2094651758670807,True
opxrd_631,166,166,clean,1,0.2645194828510284,True
opxrd_632,166,166,clean,1,0.2335021346807479,True
opxrd_633,198,227,clean,1,0.301871508359909,False
opxrd_634,193,193,clean,1,0.3525143563747406,True
opxrd_635,2,2,clean,1,0.3686618208885193,True
opxrd_642,140,140,clean,1,0.2940672934055328,True
opxrd_646,19,19,clean,1,0.0386565886437892,True
opxrd_651,14,19,clean,1,0.0105668436735868,False
opxrd_666,14,60,clean,1,0.287971019744873,False
opxrd_667,2,2,clean,1,0.2036332190036773,True
opxrd_670,15,19,clean,1,0.1719216555356979,False
opxrd_676,14,14,clean,1,0.1480577439069748,True
opxrd_677,19,2,clean,1,0.1396367400884628,False
opxrd_683,2,2,clean,1,0.1694186180830001,True
opxrd_691,26,26,clean,1,0.2941548228263855,True
opxrd_695,148,148,clean,1,0.1181548908352851,True
opxrd_707,191,191,clean,1,0.2966248095035553,True
opxrd_708,45,45,clean,1,0.1959261745214462,True
opxrd_710,9,14,clean,1,0.1774760484695434,False
opxrd_727,2,162,clean,1,0.1859868913888931,False
opxrd_730,14,14,clean,1,0.2878497838973999,True
opxrd_735,62,62,clean,1,0.2053060084581375,True
opxrd_738,61,2,clean,1,0.2180025726556778,False
opxrd_740,4,14,clean,1,0.3213808238506317,False
opxrd_742,221,221,clean,1,0.1582246273756027,True
opxrd_743,72,72,clean,1,0.2461617588996887,True
opxrd_745,74,74,clean,1,0.059559691697359,True
opxrd_749,63,14,clean,1,0.1479015499353408,False
opxrd_752,36,36,clean,1,0.1213420927524566,True
opxrd_755,5,200,clean,1,0.3391844034194946,False
opxrd_756,167,167,clean,1,0.4068204760551452,True
opxrd_760,14,11,clean,1,0.2659824192523956,False
opxrd_773,166,166,clean,1,0.2625622153282165,True
opxrd_779,2,70,clean,1,0.2826755046844482,False
opxrd_781,74,74,clean,1,0.0570176728069782,True
opxrd_782,13,13,clean,1,0.1831152588129043,True
opxrd_787,217,217,clean,1,0.2166827023029327,True
opxrd_797,12,164,clean,1,0.2597846388816833,False
opxrd_801,88,88,clean,1,0.2169679105281829,True
opxrd_803,125,125,clean,1,0.3233843445777893,True
opxrd_805,139,139,clean,1,0.3705779314041137,True
opxrd_808,129,176,clean,1,0.2217262387275695,False
opxrd_809,62,36,clean,1,0.1382975876331329,False
opxrd_816,14,14,clean,1,0.2184218019247055,True
opxrd_817,14,26,clean,1,0.3064878582954407,False
opxrd_818,191,191,clean,1,0.2830913662910461,True
opxrd_823,14,14,clean,1,0.181426003575325,True
opxrd_824,14,14,clean,1,0.2272514253854751,True
opxrd_826,125,125,clean,1,0.3361448645591736,True
opxrd_831,223,166,clean,1,0.2540427148342132,False
opxrd_833,139,139,clean,1,0.3858639895915985,True
opxrd_836,12,2,clean,1,0.2084138244390487,False
opxrd_850,19,14,clean,1,0.1923853009939193,False
opxrd_862,225,225,clean,1,0.1244083791971206,True
opxrd_866,225,225,clean,1,0.1065200567245483,True
opxrd_871,225,225,clean,1,0.0884141474962234,True
opxrd_875,225,225,clean,1,0.092570811510086,True
opxrd_883,225,225,clean,1,0.105936050415039,True
opxrd_885,225,225,clean,1,0.1284452825784683,True
opxrd_886,225,225,clean,1,0.0800033509731292,True
opxrd_898,225,225,clean,1,0.1271494925022125,True
opxrd_901,225,225,clean,1,0.1172489076852798,True
opxrd_904,225,225,clean,1,0.1336992979049682,True
opxrd_907,225,225,clean,1,0.0916226357221603,True
opxrd_910,225,225,clean,1,0.1171508729457855,True
opxrd_913,225,225,clean,1,0.0722191631793975,True
opxrd_917,225,225,clean,1,0.12922303378582,True
opxrd_927,225,225,clean,1,0.1211520433425903,True
opxrd_930,225,225,clean,1,0.0908543094992637,True
opxrd_935,225,225,clean,1,0.1216488629579544,True
opxrd_938,225,225,clean,1,0.1298068314790725,True
opxrd_943,225,225,clean,1,0.1436927169561386,True
opxrd_944,225,225,clean,1,0.1350680142641067,True
opxrd_950,225,225,clean,1,0.1457442343235016,True
opxrd_958,225,225,clean,1,0.1266274899244308,True
opxrd_965,225,225,clean,1,0.0926621854305267,True
opxrd_970,225,225,clean,1,0.1398769170045852,True
opxrd_983,225,225,clean,1,0.1272751241922378,True
opxrd_986,225,225,clean,1,0.0813246816396713,True
opxrd_994,225,225,clean,1,0.1380127817392349,True
opxrd_998,225,225,clean,1,0.1456890255212783,True
opxrd_1005,225,225,clean,1,0.1360428184270858,True
opxrd_1015,225,225,clean,1,0.0795182287693023,True
opxrd_1016,225,225,clean,1,0.0756384506821632,True
opxrd_1024,225,225,clean,1,0.1213493645191192,True
opxrd_1027,225,225,clean,1,0.139260858297348,True
opxrd_1037,225,225,clean,1,0.1235757693648338,True
opxrd_1039,225,225,clean,1,0.1343636065721511,True
opxrd_1054,225,225,clean,1,0.1427502632141113,True
opxrd_1058,225,225,clean,1,0.1492702960968017,True
opxrd_1061,225,225,clean,1,0.1332299709320068,True
opxrd_1067,225,225,clean,1,0.1329593509435653,True
opxrd_1068,225,225,clean,1,0.1289057582616806,True
opxrd_1072,225,225,clean,1,0.1415367424488067,True
opxrd_1079,225,225,clean,1,0.1267404556274414,True
opxrd_1081,225,225,clean,1,0.1089060306549072,True
opxrd_1082,225,225,clean,1,0.1178146675229072,True
opxrd_1083,225,225,clean,1,0.1298227459192276,True
opxrd_1084,225,225,clean,1,0.1246653571724891,True
opxrd_1087,225,225,clean,1,0.1233122125267982,True
opxrd_1091,225,225,clean,1,0.1331606209278106,True
opxrd_1092,225,225,clean,1,0.0809260383248329,True
opxrd_1094,225,225,clean,1,0.1287213712930679,True
opxrd_1100,225,225,clean,1,0.1224973425269126,True
opxrd_1105,225,225,clean,1,0.0721251294016838,True
opxrd_1113,225,225,clean,1,0.1345587819814682,True
opxrd_1117,225,225,clean,1,0.1331151723861694,True
opxrd_1118,225,225,clean,1,0.134937897324562,True
opxrd_1120,225,225,clean,1,0.1473114788532257,True
opxrd_1123,225,225,clean,1,0.1287731677293777,True
opxrd_1126,225,225,clean,1,0.1291962265968322,True
opxrd_1135,225,225,clean,1,0.1370838731527328,True
opxrd_1138,225,225,clean,1,0.1406072378158569,True
opxrd_1140,225,225,clean,1,0.1420119404792785,True
opxrd_1142,225,225,clean,1,0.0725552290678024,True
opxrd_1145,225,225,clean,1,0.1302197426557541,True
opxrd_1152,225,225,clean,1,0.1242426037788391,True
opxrd_1175,225,225,clean,1,0.114753782749176,True
opxrd_1180,225,225,clean,1,0.1355585306882858,True
opxrd_1183,225,225,clean,1,0.129344642162323,True
opxrd_1185,225,225,clean,1,0.1425535082817077,True
opxrd_1188,225,225,clean,1,0.1272454261779785,True
opxrd_1190,225,225,clean,1,0.1275692135095596,True
opxrd_aug_source_715_label_52,53,53,clean,1,0.2207881957292556,True
opxrd_0,225,14,clean,2,0.3075354695320129,False
opxrd_1,88,88,clean,2,0.1978136599063873,True
opxrd_7,61,129,clean,2,0.2806349396705627,False
opxrd_15,221,63,clean,2,0.1531473398208618,False
opxrd_22,216,227,clean,2,0.2861375212669372,False
opxrd_28,15,15,clean,2,0.0589784979820251,True
opxrd_32,14,12,clean,2,0.1261074542999267,False
opxrd_35,2,60,clean,2,0.3050615787506103,False
opxrd_36,163,163,clean,2,0.2449725270271301,True
opxrd_37,11,11,clean,2,0.249141663312912,True
opxrd_38,13,2,clean,2,0.0883460342884063,False
opxrd_46,148,148,clean,2,0.1408262103796005,True
opxrd_53,139,139,clean,2,0.3992308676242828,True
opxrd_61,14,14,clean,2,0.2225469499826431,True
opxrd_68,60,60,clean,2,0.1735742837190628,True
opxrd_76,129,129,clean,2,0.2691982090473175,True
opxrd_83,2,2,clean,2,0.213111326098442,True
opxrd_85,203,203,clean,2,0.1168398186564445,True
opxrd_94,15,15,clean,2,0.3051097393035888,True
opxrd_97,15,19,clean,2,0.0941800996661186,False
opxrd_98,2,14,clean,2,0.1752545982599258,False
opxrd_106,11,11,clean,2,0.250072181224823,True
opxrd_114,33,14,clean,2,0.2852575182914734,False
opxrd_119,62,62,clean,2,0.1746309101581573,True
