sample_id,true_label,true_sg,class_count_train,class_frequency_group,pred_no_fls,pred_fls,correct_no_fls,correct_fls,top3_hit_no_fls,top3_hit_fls,entropy_no_fls,entropy_fls,max_prob_no_fls,max_prob_fls
opxrd_1094,224,225,289,Head,224,224,True,True,True,True,5.751070111420077e-09,1.290734154365598,1.0,0.842265248298645
opxrd_1100,224,225,289,Head,224,224,True,True,True,True,1.170766005477924e-10,1.2201631159134605,1.0,0.8520922660827637
opxrd_1105,224,225,289,Head,224,224,True,True,True,True,1.67257866357697e-10,1.0307330754574628,1.0,0.8781458139419556
opxrd_1113,224,225,289,Head,224,224,True,True,True,True,9.163216166056651e-10,1.2975760314583331,1.0,0.8412838578224182
opxrd_1117,224,225,289,Head,224,224,True,True,True,True,4.8585679774992095e-09,1.3039395686218735,1.0,0.8404296040534973
opxrd_1118,224,225,289,Head,224,224,True,True,True,True,1.1057914937774284e-09,1.1261835129707336,1.0,0.8650280833244324
opxrd_1120,224,225,289,Head,224,224,True,True,True,True,7.447879123516643e-09,1.299371401790685,1.0,0.841041624546051
opxrd_1123,224,225,289,Head,224,224,True,True,True,True,9.521109301055244e-10,1.3009999945690234,1.0,0.8408289551734924
opxrd_1126,224,225,289,Head,224,224,True,True,True,True,5.455110388312127e-09,1.2570857866459455,1.0,0.8469809889793396
opxrd_1135,224,225,289,Head,224,224,True,True,True,True,1.6799636868455814e-09,1.2851785856127806,1.0,0.8430498242378235
opxrd_1138,224,225,289,Head,224,224,True,True,True,True,1.1350854126978673e-08,1.2908361468373442,1.0,0.8422703742980957
opxrd_114,32,33,9,Head,128,13,False,False,False,False,0.4000635848494025,5.116796527020821,0.8805064,0.0512719601392746
opxrd_1140,224,225,289,Head,224,224,True,True,True,True,6.435809828302311e-09,1.299907463332976,1.0,0.8409879207611084
opxrd_1142,224,225,289,Head,224,224,True,True,True,True,1.8212901190415106e-10,0.831283437716313,1.0,0.9042630791664124
opxrd_1145,224,225,289,Head,224,224,True,True,True,True,1.1062398053863733e-08,1.235030723503429,1.0,0.8500168323516846
opxrd_1152,224,225,289,Head,224,224,True,True,True,True,1.4943087399376342e-10,1.3124016013752913,1.0,0.8391854166984558
opxrd_1175,224,225,289,Head,224,224,True,True,True,True,4.411993076966832e-11,0.944992496923263,1.0,0.8894706964492798
opxrd_1180,224,225,289,Head,224,224,True,True,True,True,7.095398494235251e-10,1.290104768747318,1.0,0.8423473834991455
opxrd_1183,224,225,289,Head,224,224,True,True,True,True,1.1538227714048891e-09,1.3089954142648583,1.0,0.8396979570388794
opxrd_1185,224,225,289,Head,224,224,True,True,True,True,1.9798149350340977e-08,1.317325744970701,1.0,0.8384866118431091
opxrd_1188,224,225,289,Head,224,224,True,True,True,True,9.156015789742751e-10,1.3006713847091382,1.0,0.8408721685409546
opxrd_119,61,62,29,Head,61,61,True,True,True,True,2.044011373838844e-06,0.7161363030948411,0.9999999,0.9139904379844666
opxrd_1190,224,225,289,Head,224,224,True,True,True,True,2.943654484307506e-09,1.3218001607192589,1.0,0.8378705978393555
opxrd_120,3,4,14,Head,1,1,False,False,False,False,0.1275651847391593,1.3861766771008477,0.9782938,0.7994521260261536
opxrd_124,18,19,27,Head,87,18,False,True,False,True,2.796850364073122,4.673611287099551,0.40270835,0.1837441772222519
opxrd_125,223,224,1,Tail,224,61,False,False,False,False,1.8041484312109288,4.005830179173645,0.4365596,0.2189104855060577
opxrd_127,10,11,13,Head,10,10,True,True,True,True,6.401939996404359e-05,0.4118681706115882,0.99999547,0.9557605385780334
opxrd_15,220,221,14,Head,62,62,False,False,False,False,0.2133685078801296,1.649826227365553,0.96145606,0.7329860329627991
opxrd_150,14,15,37,Head,73,14,False,True,True,True,0.6021084875602325,3.149218408863371,0.79642075,0.41370689868927
opxrd_152,13,14,109,Head,13,13,True,True,True,True,2.0196618367804814e-05,0.8818377929201877,0.9999988,0.8955607414245605
opxrd_168,226,227,13,Head,226,226,True,True,True,True,0.0002879279768673,3.329194806217995,0.9999796,0.4541736841201782
opxrd_170,59,60,24,Head,59,59,True,True,True,True,0.000171964178178,0.282580359534717,0.99998677,0.9710537195205688
opxrd_178,192,193,6,Head,192,192,True,True,True,True,0.0005500859580444,1.2394138721238324,0.9999591,0.8132101893424988
opxrd_184,13,14,109,Head,13,13,True,True,True,True,4.10268018561746e-05,0.5930793677676205,0.9999975,0.9305435419082642
opxrd_187,124,125,13,Head,124,124,True,True,True,True,9.86921756498719e-05,0.3565789536139181,0.99999297,0.961686074733734
opxrd_189,1,2,52,Head,1,1,True,True,True,True,2.117879758411399,3.994972493706143,0.44919372,0.293133407831192
opxrd_200,73,74,29,Head,13,1,False,False,False,False,2.133576541036529,3.639892730957037,0.405335,0.2372406721115112
opxrd_201,13,14,109,Head,13,13,True,True,True,True,0.0006218352378145,1.0509176190545495,0.9999517,0.8518978953361511
opxrd_203,70,71,2,Tail,126,192,False,False,False,False,3.589334644589916,4.743669742248986,0.10371781,0.1250960826873779
opxrd_211,61,62,29,Head,61,61,True,True,True,True,0.0934326474804443,0.691275890279526,0.98394114,0.9110121130943298
opxrd_212,128,129,29,Head,128,128,True,True,True,True,0.0024167436434019,0.2464721654680609,0.9997887,0.974963903427124
opxrd_213,73,74,29,Head,13,1,False,False,False,False,0.1228064767912132,3.7732483816565336,0.9743171,0.3201879858970642
opxrd_22,215,216,3,Medium,226,226,False,False,False,False,0.0068479021846025,0.1732836267822979,0.99936885,0.9802296161651612
opxrd_231,3,4,14,Head,3,3,True,True,True,True,0.0001199510632888,0.1506929701745203,0.99999154,0.9814019799232484
opxrd_232,147,148,23,Head,11,87,False,False,False,False,1.576225347768285,3.3706825558245352,0.44375387,0.3125379383563995
opxrd_239,175,176,5,Head,175,175,True,True,True,True,0.0569344822378581,2.97676639448469,0.99399614,0.5437221527099609
opxrd_247,18,19,27,Head,18,18,True,True,True,True,0.0001166095467628,0.2914480503042043,0.99999166,0.9686210751533508
opxrd_252,35,36,6,Head,35,35,True,True,True,True,0.1450478397234258,0.7653502178387688,0.9731548,0.8647471070289612
opxrd_255,13,14,109,Head,1,57,False,False,False,False,1.5464240152909108,4.797323952579719,0.42984727,0.0851434245705604
opxrd_264,59,60,24,Head,59,59,True,True,True,True,7.207825960842933e-05,0.2938525849141671,0.99999464,0.9699406027793884
opxrd_267,220,221,14,Head,220,1,True,False,True,True,8.06467532205417e-05,4.683015511781433,0.99999475,0.1424427181482315
opxrd_276,14,15,37,Head,13,59,False,False,False,False,0.967412873155596,4.305244985418224,0.7675544,0.2514412999153137
opxrd_28,14,15,37,Head,73,14,False,True,True,True,0.5766363869156428,3.7652087201758535,0.8130671,0.3490946292877197
opxrd_283,1,2,52,Head,1,1,True,True,True,True,1.124380541946948,1.8009974605085328,0.7600315,0.7581132650375366
opxrd_285,32,33,9,Head,1,1,False,False,False,False,0.0604594715748944,0.5196886100341805,0.99090415,0.9400799870491028
opxrd_286,128,129,29,Head,128,128,True,True,True,True,1.831496826705154e-05,0.1464357183883906,0.9999989,0.9858075380325316
opxrd_289,32,33,9,Head,32,32,True,True,True,True,0.404035324130856,1.2016496050184882,0.8706337,0.7951523065567017
opxrd_294,204,205,4,Medium,204,204,True,True,True,True,0.7217319826966622,1.341642032895435,0.6291546,0.7633825540542603
opxrd_304,13,14,109,Head,1,1,False,False,False,False,0.5893244377202798,1.6137925141684706,0.86301506,0.7691309452056885
opxrd_309,14,15,37,Head,18,18,False,False,False,False,0.1937645703264502,2.925856670814419,0.96120113,0.4430157542228699
opxrd_310,61,62,29,Head,61,61,True,True,True,True,0.0807277874489943,0.5807610662134568,0.98631847,0.9267186522483826
opxrd_312,141,142,1,Tail,13,10,False,False,False,False,1.732994778306266,4.764053293624025,0.63478935,0.0740518495440483
opxrd_314,226,227,13,Head,226,226,True,True,True,True,0.0003535145989444,1.613868805628747,0.9999738,0.7595139145851135
opxrd_315,59,60,24,Head,59,59,True,True,True,True,0.0005539909179556,0.4629072528728173,0.9999548,0.9498448371887208
opxrd_32,13,14,109,Head,13,11,True,False,True,False,1.821143075320366,3.899603543519684,0.31913933,0.2582834362983703
opxrd_328,62,63,10,Head,69,12,False,False,False,False,1.0897662086967643,3.337031440980908,0.5054699,0.2487289011478424
opxrd_334,147,148,23,Head,147,147,True,True,True,True,1.8696816299574693e-05,0.0449686545185851,0.9999988,0.9959539175033568
opxrd_338,220,221,14,Head,70,220,False,True,True,True,0.5544062567479457,2.138486983256303,0.84857786,0.4802943468093872
opxrd_343,73,74,29,Head,64,64,False,False,False,False,0.1487283389326316,3.737631016288927,0.97203135,0.2544268369674682
opxrd_344,60,61,11,Head,60,60,True,True,True,True,0.0093965715793399,0.4659916131918009,0.9989524,0.945014238357544
opxrd_345,84,85,1,Tail,18,18,False,False,False,False,1.832695749484368,4.046158424887532,0.5791063,0.2155524492263794
opxrd_346,224,225,289,Head,224,224,True,True,True,True,0.0006267386628956,0.3185252521881713,0.99994946,0.9611160159111024
opxrd_347,14,15,37,Head,14,14,True,True,True,True,0.0754496581018743,1.6434516842833191,0.9874028,0.7775600552558899
opxrd_35,1,2,52,Head,13,59,False,False,False,False,0.9009239916951736,4.100924831584165,0.7147566,0.238587886095047
opxrd_350,13,14,109,Head,32,13,False,True,True,True,0.5839754646387505,3.7825736228381097,0.8873988,0.154658243060112
opxrd_352,14,15,37,Head,18,59,False,False,False,False,1.7290879246244333,4.627467691472688,0.50528175,0.1358058154582977
opxrd_355,166,167,5,Medium,204,1,False,False,False,False,2.337999115709488,4.3379944531303565,0.30443648,0.1212601438164711
opxrd_357,3,4,14,Head,13,3,False,True,True,True,0.3790490001338102,0.6910739110294818,0.87423944,0.8791971206665039
opxrd_36,162,163,4,Medium,60,162,False,True,True,True,0.0377790516906542,2.535009139937704,0.9938453,0.5342141389846802
opxrd_360,226,227,13,Head,13,13,False,False,False,False,0.0143483823263996,0.8160526003484052,0.99824846,0.8884251713752747
opxrd_369,120,121,2,Tail,120,120,True,True,True,True,0.9243396222527648,2.23397463413096,0.80283296,0.638073205947876
opxrd_37,10,11,13,Head,10,10,True,True,True,True,2.646354486523706e-05,0.3042831224778934,0.9999982,0.9685075283050536
opxrd_373,1,2,52,Head,128,14,False,False,False,True,1.425203162088838,4.13786538222137,0.47637632,0.2756312787532806
opxrd_379,71,72,6,Head,71,71,True,True,True,True,0.0004497066545281,0.254460034343415,0.9999614,0.9732761979103088
opxrd_38,12,13,5,Medium,224,1,False,False,False,False,1.233022806003048,2.909072491441373,0.6354034,0.5261619687080383
opxrd_381,160,161,2,Medium,11,17,False,False,False,False,0.7034230034751237,3.5172420683520027,0.78889596,0.3286665678024292
opxrd_392,28,29,4,Medium,60,28,False,True,False,True,1.78888659668037,4.972153243108784,0.38243306,0.0666172429919242
opxrd_408,1,2,52,Head,1,1,True,True,True,True,0.3832292114432346,0.7095429706513783,0.90469176,0.9118762612342834
opxrd_410,11,12,10,Head,226,11,False,True,False,True,0.9886335786370024,2.825514384336036,0.7437747,0.5441601276397705
opxrd_415,13,14,109,Head,61,61,False,False,False,False,0.2328786581368295,2.095889961116685,0.9613645,0.6810184717178345
opxrd_429,140,141,5,Medium,226,226,False,False,False,False,0.0041991258806788,4.372097020557975,0.99956423,0.2447176575660705
opxrd_433,13,14,109,Head,13,10,True,False,True,False,1.1287912106786588,3.3160824801170694,0.4755616,0.3532081842422485
opxrd_435,139,140,6,Head,139,139,True,True,True,True,0.5530147386858755,2.835211129334204,0.89791286,0.545391857624054
opxrd_46,147,148,23,Head,147,147,True,True,True,True,0.0287731968159223,0.8256979530994334,0.9955172,0.9031935334205629
opxrd_464,73,74,29,Head,73,73,True,True,True,True,0.0016494019357819,1.3528416732674426,0.99982977,0.83185213804245
opxrd_467,59,60,24,Head,59,59,True,True,True,True,2.1478489423128293e-05,0.3683321064463154,0.99999857,0.9613444209098816
opxrd_482,13,14,109,Head,14,14,False,False,False,True,0.0086163048698929,1.5022335758297023,0.9991278,0.7838253378868103
opxrd_496,147,148,23,Head,147,147,True,True,True,True,8.670374823649147e-08,0.1690328463345567,1.0,0.9833521246910096
opxrd_503,13,14,109,Head,13,13,True,True,True,True,1.4487309109330353e-06,0.6407902046645976,1.0,0.9246761202812196
opxrd_507,86,87,3,Medium,62,185,False,False,False,False,2.80926069797054,5.124432475859398,0.20396815,0.0486551113426685
opxrd_511,18,19,27,Head,13,1,False,False,True,True,1.543914625430475,2.209036140935024,0.5519939,0.6622436046600342
opxrd_512,73,74,29,Head,73,73,True,True,True,True,0.4119885525704904,0.5793389054565047,0.87634075,0.9326335787773132
opxrd_513,13,14,109,Head,13,13,True,True,True,True,0.0313028991185399,3.359732364461728,0.9956285,0.3509664833545685
opxrd_519,147,148,23,Head,181,162,False,False,False,False,1.614426116187128,4.559519524257846,0.39487657,0.1132509112358093
opxrd_529,226,227,13,Head,226,226,True,True,True,True,0.4341731995257542,1.1782832140374837,0.85460055,0.8028016686439514
opxrd_53,138,139,11,Head,138,138,True,True,True,True,0.0713416376271826,0.104109199816536,0.98950946,0.989556610584259
opxrd_531,13,14,109,Head,51,13,False,True,True,True,0.0021537306644279,2.1489143181935364,0.9997956,0.4218197464942932
opxrd_535,163,164,4,Medium,120,197,False,False,False,False,2.120565292049568,3.649971359839834,0.3103841,0.3997210264205932
opxrd_536,59,60,24,Head,61,61,False,False,False,False,3.125615339912886,5.171629945672159,0.14254007,0.0592923052608966
opxrd_540,193,194,4,Medium,193,193,True,True,True,True,0.0277408040522331,2.7758696495412565,0.99708086,0.5598255395889282
opxrd_542,57,58,3,Medium,57,57,True,True,True,True,1.7206658526364753e-08,0.3099733305598314,1.0,0.966598629951477
opxrd_544,87,88,11,Head,87,87,True,True,True,True,0.0030768763826595,0.6354221449401788,0.99967074,0.9059613943099976
opxrd_545,13,14,109,Head,13,13,True,True,True,True,7.320503165081681e-06,0.4128473722097064,0.9999995,0.9547281265258788
opxrd_553,61,62,29,Head,61,61,True,True,True,True,0.0001323473567696,0.9130471674170442,0.9999902,0.8820912837982178
opxrd_557,62,63,10,Head,69,13,False,False,False,False,0.8721738679316918,3.3930652323414714,0.7044762,0.2958953082561493
opxrd_558,14,15,37,Head,13,13,False,False,False,False,0.0012931435837468,2.471787251633964,0.99988806,0.6098954677581787
opxrd_560,128,129,29,Head,13,13,False,False,False,False,1.5099612803225708,1.7678103012334263,0.6182044,0.7395366430282593
opxrd_561,61,62,29,Head,61,61,True,True,True,True,9.342261233084817e-08,0.7115000788332477,1.0,0.9132344126701356
opxrd_564,91,92,3,Medium,124,91,False,True,True,True,0.5854914215103336,2.1623208516879213,0.80592877,0.6349266171455383
opxrd_576,175,176,5,Head,175,175,True,True,True,True,0.0009712390695413,0.4614702943599675,0.99992585,0.9481921792030334
opxrd_586,61,62,29,Head,12,12,False,False,False,False,0.972729725073048,4.074310967999846,0.7651719,0.208981305360794
opxrd_588,1,2,52,Head,1,1,True,True,True,True,0.0158112321751396,1.5213132058021768,0.9983292,0.805711567401886
opxrd_600,13,14,109,Head,13,18,True,False,True,False,1.978278968705248,3.9636197173514582,0.47452095,0.2097094804048538
opxrd_608,18,19,27,Head,18,18,True,True,True,True,1.0162584889482116,1.9203379063280408,0.5725398,0.7008900046348572
opxrd_61,13,14,109,Head,13,13,True,True,True,True,1.373989066766778,4.481275390412012,0.44388458,0.1874383389949798
opxrd_613,122,123,3,Medium,45,61,False,False,False,False,1.2188881537227494,4.554994550137332,0.450799,0.1196341216564178
opxrd_618,128,129,29,Head,128,128,True,True,True,True,5.719642994003354e-10,0.9265915902694976,1.0,0.8898829221725464
opxrd_619,13,14,109,Head,13,13,True,True,True,True,0.0370458125940212,3.320357242642621,0.9953218,0.4733374714851379
opxrd_624,13,14,109,Head,14,25,False,False,False,False,1.3267261438537516,4.373987543280052,0.62713015,0.1769182235002517
opxrd_627,73,74,29,Head,73,73,True,True,True,True,0.4597347410756753,0.6721100253518699,0.85389996,0.9177299737930298
opxrd_629,128,129,29,Head,128,128,True,True,True,True,1.9565741096321183e-10,0.8937211305624874,1.0,0.894201397895813
opxrd_631,165,166,12,Head,165,165,True,True,True,True,0.000319873809842,0.4271279445688328,0.9999758,0.9512407779693604
opxrd_632,165,166,12,Head,165,165,True,True,True,True,1.0060762745265685e-07,0.2885573029263614,1.0,0.9700521230697632
opxrd_633,197,198,3,Medium,226,226,False,False,False,False,0.0235027326714021,0.1116853768360865,0.9973895,0.9881183505058287
opxrd_634,192,193,6,Head,192,192,True,True,True,True,0.0001309633060403,0.7995262168651848,0.9999913,0.8972421288490295
opxrd_635,1,2,52,Head,1,1,True,True,True,True,1.84462304082854,2.9583856003023112,0.5487484,0.5584524273872375
opxrd_642,139,140,6,Head,139,139,True,True,True,True,0.0055671421153243,0.5061652733576778,0.99946827,0.941295087337494
opxrd_646,18,19,27,Head,18,18,True,True,True,True,0.0222079290470342,0.1335046482279641,0.9974475,0.9834761619567872
opxrd_651,13,14,109,Head,13,18,True,False,True,False,1.381255590731956e-05,0.1972939141998765,0.99999917,0.968822419643402
opxrd_666,13,14,109,Head,59,59,False,False,False,False,1.0079583629415303,2.420165390952461,0.6042487,0.410163402557373
opxrd_667,1,2,52,Head,1,1,True,True,True,True,0.0114701151619075,0.9385561149096404,0.99874926,0.8726428151130676
opxrd_670,14,15,37,Head,13,18,False,False,False,False,1.097456026584685,4.570950245901097,0.45117897,0.1177599057555198
opxrd_676,13,14,109,Head,13,13,True,True,True,True,1.3163325348843646,4.95708676544167,0.556409,0.149514839053154
opxrd_677,18,19,27,Head,1,1,False,False,True,True,0.1519446811000946,1.9912543720107971,0.96893173,0.661434531211853
opxrd_68,59,60,24,Head,59,59,True,True,True,True,1.863909068308308e-05,0.4176001745050758,0.9999988,0.9555423855781556
opxrd_683,1,2,52,Head,1,1,True,True,True,True,0.5617015339706185,1.3538019548632094,0.7978182,0.7836753129959106
opxrd_691,25,26,5,Medium,25,25,True,True,True,True,0.0131407985369997,1.4684427768968995,0.9983229,0.8090028762817383
opxrd_695,147,148,23,Head,147,147,True,True,True,True,6.993653236626778e-07,0.2176720832989979,1.0,0.9779661297798156
opxrd_7,60,61,11,Head,128,128,False,False,False,False,1.6090918603180158,4.222249528015546,0.34977403,0.1898602545261383
opxrd_707,190,191,5,Head,190,190,True,True,True,True,0.001392527248453,0.6273071711208342,0.99986863,0.9294925332069396
opxrd_708,44,45,3,Medium,44,44,True,True,True,True,2.4631603872204746e-08,0.3202613626287669,1.0,0.9656900763511658
opxrd_710,8,9,2,Tail,13,13,False,False,False,False,1.0044905694358774,0.7922209090845609,0.6994533,0.8878793716430664
opxrd_727,1,2,52,Head,224,161,False,False,False,False,2.041512410296807,4.942628540693843,0.32800895,0.0686666741967201
opxrd_730,13,14,109,Head,8,13,False,True,True,True,1.0044803528099435,4.308963627788653,0.634973,0.2518596947193146
opxrd_735,61,62,29,Head,62,61,False,True,False,True,0.8066656662096952,2.817618208234093,0.8414805,0.4431109130382538
opxrd_738,60,61,11,Head,1,1,False,False,False,False,0.152107779595974,4.206257095905484,0.9755064,0.2409870475530624
opxrd_740,3,4,14,Head,3,13,True,False,True,False,1.5915920616929582,4.4385725192961605,0.543783,0.0939475372433662
opxrd_742,220,221,14,Head,220,220,True,True,True,True,8.378280985417631e-10,2.396725751687911,1.0,0.6686957478523254
opxrd_743,71,72,6,Head,71,71,True,True,True,True,0.0028712518859378,0.5178999376237196,0.9996871,0.9406120777130128
opxrd_745,73,74,29,Head,73,73,True,True,True,True,0.4857518842944888,0.646225712011568,0.8403115,0.9206548929214478
opxrd_749,62,63,10,Head,51,13,False,False,False,False,0.0889960072472156,1.7149670977045506,0.98469794,0.5144578218460083
opxrd_752,35,36,6,Head,35,35,True,True,True,True,0.1911310335447256,0.7372715549166176,0.9605538,0.8670299053192139
opxrd_755,4,5,3,Medium,13,199,False,False,False,False,0.8394623948772395,5.015065255413597,0.8426133,0.0458408631384372
opxrd_756,166,167,5,Medium,166,166,True,True,True,True,1.193006813066004,0.8077095133230028,0.72525746,0.8957661390304565
opxrd_76,128,129,29,Head,128,128,True,True,True,True,2.2753271430789464e-06,0.1350172698102965,0.9999999,0.9870952367782592
opxrd_760,13,14,109,Head,13,10,True,False,True,False,0.775869623211336,2.3416471778657675,0.79984844,0.6191540956497192
opxrd_773,165,166,12,Head,165,165,True,True,True,True,0.2784458571369761,1.7422872275296597,0.94306314,0.7500973343849182
opxrd_779,1,2,52,Head,13,69,False,False,False,False,0.0641841227609694,3.987799609229139,0.9906566,0.1913391798734665
opxrd_781,73,74,29,Head,73,73,True,True,True,True,0.398620976274334,0.6114507870283821,0.8809544,0.9280616044998168
opxrd_782,12,13,5,Medium,13,12,False,True,True,True,1.1025361516598298,3.6350513474075674,0.46818295,0.4120181798934936
opxrd_787,216,217,2,Medium,216,216,True,True,True,True,0.0001041764157626,1.9542684538374755,0.99999225,0.6817160248756409
opxrd_797,11,12,10,Head,226,163,False,False,False,False,0.7417964901663698,4.657791379497008,0.8369332,0.1486350148916244
opxrd_801,87,88,11,Head,87,87,True,True,True,True,0.0174938293697704,0.8345895631221666,0.997718,0.8307314515113831
opxrd_803,124,125,13,Head,124,124,True,True,True,True,4.5595101207327695e-05,0.413912113528642,0.9999968,0.9544276595115662
opxrd_805,138,139,11,Head,138,138,True,True,True,True,1.4161370904434325,3.226910561414383,0.6552834,0.432030975818634
opxrd_808,128,129,29,Head,60,175,False,False,False,False,1.567671737321773,4.798947624898474,0.55714905,0.1147489473223686
opxrd_809,61,62,29,Head,13,35,False,False,False,False,0.8766039510492831,3.92148601699224,0.83432066,0.1536702662706375
opxrd_816,13,14,109,Head,13,13,True,True,True,True,0.0139795307175175,3.415984064892956,0.9985051,0.4461946189403534
opxrd_817,13,14,109,Head,14,25,False,False,False,True,1.1421397310183306,4.517859700795833,0.6224707,0.0995677858591079
opxrd_818,190,191,5,Head,190,190,True,True,True,True,0.0004857491972448,0.5000051242920154,0.99995935,0.9453086256980896
opxrd_823,13,14,109,Head,13,13,True,True,True,True,0.3288138500750421,4.236841821913385,0.9467717,0.2008589655160904
opxrd_824,13,14,109,Head,13,13,True,True,True,True,2.0556968096801933e-07,0.6906792993457291,1.0,0.9188855290412904
opxrd_826,124,125,13,Head,124,124,True,True,True,True,0.0003018284479693,0.4865478877184602,0.99997437,0.9423884749412536
opxrd_83,1,2,52,Head,35,1,False,True,True,True,0.2329046757211738,4.165372472021294,0.9478762,0.1559490114450454
opxrd_831,222,223,1,Tail,163,165,False,False,False,False,1.3379258616873604,2.0985513480811053,0.5520126,0.5418854355812073
opxrd_833,138,139,11,Head,138,138,True,True,True,True,0.2635194512155142,0.5367699130506358,0.9579585,0.9371625781059264
opxrd_836,11,12,10,Head,1,1,False,False,True,True,1.236857812555968,3.970941492766876,0.532039,0.2358261346817016
opxrd_85,202,203,4,Medium,202,202,True,True,True,True,7.604749402498939e-05,0.8383668678751408,0.99999464,0.8907596468925476
opxrd_850,18,19,27,Head,1,13,False,False,False,False,0.533648474083323,5.021496239308895,0.86034876,0.0951090976595878
opxrd_862,224,225,289,Head,224,224,True,True,True,True,1.1246770165584567e-10,1.2973856122223073,1.0,0.841295063495636
opxrd_866,224,225,289,Head,224,224,True,True,True,True,2.1045325694417594e-09,1.2225294156221982,1.0,0.8518003225326538
opxrd_871,224,225,289,Head,224,224,True,True,True,True,2.8698782397881197e-10,0.9585490382168852,1.0,0.8878455758094788
opxrd_875,224,225,289,Head,224,224,True,True,True,True,1.2885317744082506e-10,0.97013850400101,1.0,0.8862306475639343
opxrd_883,224,225,289,Head,224,224,True,True,True,True,2.481680694825356e-09,1.211870311007745,1.0,0.8532956838607788
opxrd_885,224,225,289,Head,224,224,True,True,True,True,7.675563213489165e-09,1.2736632538964598,1.0,0.8446609377861023
opxrd_886,224,225,289,Head,224,224,True,True,True,True,1.3144777701686476e-09,1.0992926601143214,1.0,0.8689032793045044
opxrd_898,224,225,289,Head,224,224,True,True,True,True,3.8141119601230247e-10,1.3093820303159924,1.0,0.8396294116973877
opxrd_901,224,225,289,Head,224,224,True,True,True,True,1.8003460399055336e-10,1.181325877103216,1.0,0.8575536012649536
opxrd_904,224,225,289,Head,224,224,True,True,True,True,6.0520999354887165e-09,1.2946205379399365,1.0,0.8417462110519409
opxrd_907,224,225,289,Head,224,224,True,True,True,True,1.533551894948374e-10,0.8557512478185465,1.0,0.9013277888298036
opxrd_910,224,225,289,Head,224,224,True,True,True,True,2.618435384863093e-09,1.3516973636636358,1.0,0.8335829973220825
opxrd_913,224,225,289,Head,224,224,True,True,True,True,1.4990905132781243e-09,0.8761276332707524,1.0,0.8987547159194946
