sample_id,dataset,model_name,uncertainty_source,true_label,pred_label,true_sg,pred_sg,true_crystal_system,pred_crystal_system,class_count_train,class_frequency_group,symmetry_level,correct,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,top3_hit,predictive_entropy,normalized_predictive_entropy,max_probability,gate_weight
opxrd_1082,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8392654657363892,128,0.0008439905359409,162,0.0008353944867849,True,1.311737942801192,0.2412134631153313,0.8392654657363892,0.1178146675229072
opxrd_1083,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8408603072166443,45,0.0009923466714099,162,0.0008396954508498,True,1.300778766923775,0.2391981971997654,0.8408603072166443,0.1298227459192276
opxrd_1084,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.845146894454956,128,0.0008158547570928,162,0.0008022896945476,True,1.269970594962987,0.2335329300694689,0.845146894454956,0.1246653571724891
opxrd_1087,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.865564227104187,1,0.0008003545226529,61,0.0007772993994876,True,1.123227743590404,0.2065486139099387,0.865564227104187,0.1233122125267982
opxrd_1091,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8396132588386536,45,0.0009416678221896,162,0.0008261773036792,True,1.3097231460564482,0.2408429652556481,0.8396132588386536,0.1331606209278106
opxrd_1092,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.9036020040512084,126,0.0008512278436683,198,0.0006387107423506,True,0.8393147462604931,0.1543402915958368,0.9036020040512084,0.0809260383248329
opxrd_1094,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.842265248298645,45,0.0010590120218694,147,0.0008332153083756,True,1.290734154365598,0.23735110891959,0.842265248298645,0.1287213712930679
opxrd_1100,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8520922660827637,61,0.0009392296778969,139,0.0008270606631413,True,1.2201631159134605,0.2243739097205383,0.8520922660827637,0.1224973425269126
opxrd_1105,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8781458139419556,1,0.0008580117137171,145,0.0008077002712525,True,1.0307330754574628,0.1895399123301054,0.8781458139419556,0.0721251294016838
opxrd_1113,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8412838578224182,128,0.0008287137025035,162,0.000813344027847,True,1.2975760314583331,0.2386092511245976,0.8412838578224182,0.1345587819814682
opxrd_1117,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8404296040534973,45,0.0009622123325243,162,0.0008236669236794,True,1.3039395686218735,0.2397794321392619,0.8404296040534973,0.1331151723861694
opxrd_1118,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8650280833244324,1,0.001098726526834,61,0.0010450098197907,True,1.1261835129707336,0.2070921457733817,0.8650280833244324,0.134937897324562
opxrd_1120,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.841041624546051,128,0.0008085961453616,162,0.0008036253275349,True,1.299371401790685,0.2389393990004121,0.841041624546051,0.1473114788532257
opxrd_1123,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8408289551734924,45,0.0009168191463686,162,0.0008340034401044,True,1.3009999945690234,0.2392388784095605,0.8408289551734924,0.1287731677293777
opxrd_1126,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8469809889793396,45,0.0014051073230803,147,0.0008416846394538,True,1.2570857866459455,0.2311635625804919,0.8469809889793396,0.1291962265968322
opxrd_1135,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8430498242378235,45,0.000868305505719,162,0.0008160352008417,True,1.2851785856127806,0.2363295039673228,0.8430498242378235,0.1370838731527328
opxrd_1138,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8422703742980957,45,0.001290364540182,162,0.0008211870444938,True,1.2908361468373442,0.2373698641575981,0.8422703742980957,0.1406072378158569
opxrd_114,opxrd,final_gate_fls_model,single_softmax,32,13,33,14,orthorhombic,monoclinic,9,Head,Low symmetry,False,13,0.0512719601392746,71,0.0396383181214332,128,0.0376071333885192,False,5.116796527020821,0.9409198057528896,0.0512719601392746,0.2852575182914734
opxrd_1140,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8409879207611084,45,0.0009891163790598,162,0.0008196563576348,True,1.299907463332976,0.2390379745289837,0.8409879207611084,0.1420119404792785
opxrd_1142,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.9042630791664124,1,0.0015703233657404,145,0.0012755952775478,True,0.831283437716313,0.1528634266793944,0.9042630791664124,0.0725552290678024
opxrd_1145,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8500168323516846,45,0.0018986153881996,147,0.000850822078064,True,1.235030723503429,0.2271078911035557,0.8500168323516846,0.1302197426557541
opxrd_1152,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8391854166984558,162,0.0008444634731858,128,0.0008288182434625,True,1.3124016013752913,0.2413355022648911,0.8391854166984558,0.1242426037788391
opxrd_1175,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8894706964492798,1,0.0010704998858273,59,0.0007220852421596,True,0.944992496923263,0.1737732098486777,0.8894706964492798,0.114753782749176
opxrd_1180,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8423473834991455,45,0.0008529514889232,162,0.0008272353443317,True,1.290104768747318,0.2372353721709097,0.8423473834991455,0.1355585306882858
opxrd_1183,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8396979570388794,45,0.0008443835540674,162,0.0008321647183038,True,1.3089954142648583,0.2407091437811441,0.8396979570388794,0.129344642162323
opxrd_1185,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8384866118431091,45,0.001765911700204,147,0.0008277206798084,True,1.317325744970701,0.2422409954207797,0.8384866118431091,0.1425535082817077
opxrd_1188,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8408721685409546,45,0.0008793706656433,162,0.0008305899100378,True,1.3006713847091382,0.2391784508502666,0.8408721685409546,0.1272454261779785
opxrd_119,opxrd,final_gate_fls_model,single_softmax,61,61,62,62,orthorhombic,orthorhombic,29,Head,Low symmetry,True,61,0.9139904379844666,62,0.0100565077736973,59,0.0043545761145651,True,0.7161363030948411,0.1316891980445656,0.9139904379844666,0.1746309101581573
opxrd_1190,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.8378705978393555,45,0.0008577498956583,162,0.0008452126639895,True,1.3218001607192589,0.2430637888179293,0.8378705978393555,0.1275692135095596
opxrd_120,opxrd,final_gate_fls_model,single_softmax,3,1,4,2,monoclinic,triclinic,14,Head,Low symmetry,False,1,0.7994521260261536,10,0.0306751672178506,13,0.0213023517280817,False,1.3861766771008477,0.2549018869265677,0.7994521260261536,0.3119993507862091
opxrd_124,opxrd,final_gate_fls_model,single_softmax,18,18,19,19,orthorhombic,orthorhombic,27,Head,Low symmetry,True,18,0.1837441772222519,1,0.0229293070733547,199,0.0217528473585844,True,4.673611287099551,0.8594231568912115,0.1837441772222519,0.1397291868925094
opxrd_125,opxrd,final_gate_fls_model,single_softmax,223,61,224,62,cubic,orthorhombic,1,Tail,High symmetry,False,61,0.2189104855060577,13,0.0911254659295082,139,0.076586402952671,False,4.005830179173645,0.7366259209571637,0.2189104855060577,0.3390132784843445
opxrd_127,opxrd,final_gate_fls_model,single_softmax,10,10,11,11,monoclinic,monoclinic,13,Head,Low symmetry,True,10,0.9557605385780334,13,0.0018078612629324,59,0.0012113297125324,True,0.4118681706115882,0.0757378013843536,0.9557605385780334,0.248321384191513
opxrd_15,opxrd,final_gate_fls_model,single_softmax,220,62,221,63,cubic,orthorhombic,14,Head,High symmetry,False,62,0.7329860329627991,25,0.0775716081261634,224,0.0271427109837532,False,1.649826227365553,0.3033839952753904,0.7329860329627991,0.1531473398208618
opxrd_150,opxrd,final_gate_fls_model,single_softmax,14,14,15,15,monoclinic,monoclinic,37,Head,Low symmetry,True,14,0.41370689868927,73,0.1839357614517212,1,0.0232920385897159,True,3.149218408863371,0.5791049063399838,0.41370689868927,0.0597247518599033
opxrd_152,opxrd,final_gate_fls_model,single_softmax,13,13,14,14,monoclinic,monoclinic,109,Head,Low symmetry,True,13,0.8955607414245605,18,0.0042987097986042,165,0.0024531716480851,True,0.8818377929201877,0.1621597889301107,0.8955607414245605,0.2148675322532653
opxrd_168,opxrd,final_gate_fls_model,single_softmax,226,226,227,227,cubic,cubic,13,Head,High symmetry,True,226,0.4541736841201782,61,0.0680921152234077,13,0.0451082363724708,True,3.329194806217995,0.6122004879103565,0.4541736841201782,0.3263078927993774
opxrd_170,opxrd,final_gate_fls_model,single_softmax,59,59,60,60,orthorhombic,orthorhombic,24,Head,Low symmetry,True,59,0.9710537195205688,61,0.001718467567116,13,0.0004982309765182,True,0.282580359534717,0.0519632656094291,0.9710537195205688,0.1807411611080169
opxrd_178,opxrd,final_gate_fls_model,single_softmax,192,192,193,193,hexagonal,hexagonal,6,Head,Medium symmetry,True,192,0.8132101893424988,45,0.0582294650375843,138,0.0066622011363506,True,1.2394138721238324,0.2279139015295551,0.8132101893424988,0.3554682433605194
opxrd_184,opxrd,final_gate_fls_model,single_softmax,13,13,14,14,monoclinic,monoclinic,109,Head,Low symmetry,True,13,0.9305435419082642,18,0.0052480730228126,61,0.0034160560462623,True,0.5930793677676205,0.1090604483819227,0.9305435419082642,0.0519121587276458
opxrd_187,opxrd,final_gate_fls_model,single_softmax,124,124,125,125,tetragonal,tetragonal,13,Head,Medium symmetry,True,124,0.961686074733734,10,0.0023459137883037,13,0.002095591276884,True,0.3565789536139181,0.0655707527157276,0.961686074733734,0.3218056857585907
opxrd_189,opxrd,final_gate_fls_model,single_softmax,1,1,2,2,triclinic,triclinic,52,Head,Low symmetry,True,1,0.293133407831192,91,0.1024761945009231,10,0.0251946616917848,True,3.994972493706143,0.7346293179562317,0.293133407831192,0.3604603111743927
opxrd_200,opxrd,final_gate_fls_model,single_softmax,73,1,74,2,orthorhombic,triclinic,29,Head,Low symmetry,False,1,0.2372406721115112,14,0.1815320402383804,18,0.1256410330533981,False,3.639892730957037,0.6693342491317544,0.2372406721115112,0.1405729800462722
opxrd_201,opxrd,final_gate_fls_model,single_softmax,13,13,14,14,monoclinic,monoclinic,109,Head,Low symmetry,True,13,0.8518978953361511,61,0.0180023983120918,3,0.0178482495248317,True,1.0509176190545495,0.1932516168585713,0.8518978953361511,0.0573884211480617
opxrd_203,opxrd,final_gate_fls_model,single_softmax,70,192,71,193,orthorhombic,hexagonal,2,Tail,Low symmetry,False,192,0.1250960826873779,87,0.0698796734213829,126,0.0458520166575908,False,4.743669742248986,0.872306097938886,0.1250960826873779,0.35456183552742
opxrd_211,opxrd,final_gate_fls_model,single_softmax,61,61,62,62,orthorhombic,orthorhombic,29,Head,Low symmetry,True,61,0.9110121130943298,226,0.0121395718306303,13,0.0095030674710869,True,0.691275890279526,0.1271176551517427,0.9110121130943298,0.343031644821167
opxrd_212,opxrd,final_gate_fls_model,single_softmax,128,128,129,129,tetragonal,tetragonal,29,Head,Medium symmetry,True,128,0.974963903427124,14,0.0010914937593042,1,0.0005861633107997,True,0.2464721654680609,0.045323385604846,0.974963903427124,0.2985685467720032
opxrd_213,opxrd,final_gate_fls_model,single_softmax,73,1,74,2,orthorhombic,triclinic,29,Head,Low symmetry,False,1,0.3201879858970642,18,0.0784125626087188,3,0.0600996389985084,False,3.7732483816565336,0.6938568136483617,0.3201879858970642,0.1050818637013435
opxrd_22,opxrd,final_gate_fls_model,single_softmax,215,226,216,227,cubic,cubic,3,Medium,High symmetry,False,226,0.9802296161651612,14,0.0033709534909576,193,0.0024206186644732,False,0.1732836267822979,0.0318648583329709,0.9802296161651612,0.2861375212669372
opxrd_231,opxrd,final_gate_fls_model,single_softmax,3,3,4,4,monoclinic,monoclinic,14,Head,Low symmetry,True,3,0.9814019799232484,1,0.0080797309055924,28,0.0018534990958869,True,0.1506929701745203,0.0277106974014248,0.9814019799232484,0.2912205457687378
opxrd_232,opxrd,final_gate_fls_model,single_softmax,147,87,148,88,trigonal,tetragonal,23,Head,Medium symmetry,False,87,0.3125379383563995,165,0.2156654149293899,14,0.0409792475402355,False,3.3706825558245352,0.6198296060694949,0.3125379383563995,0.3120483160018921
opxrd_239,opxrd,final_gate_fls_model,single_softmax,175,175,176,176,hexagonal,hexagonal,5,Head,Medium symmetry,True,175,0.5437221527099609,91,0.0294063352048397,60,0.0229305569082498,True,2.97676639448469,0.5473929719267233,0.5437221527099609,0.3415462970733642
opxrd_247,opxrd,final_gate_fls_model,single_softmax,18,18,19,19,orthorhombic,orthorhombic,27,Head,Low symmetry,True,18,0.9686210751533508,13,0.0036613831762224,1,0.0015686273109167,True,0.2914480503042043,0.0535939315607213,0.9686210751533508,0.2476933598518371
opxrd_252,opxrd,final_gate_fls_model,single_softmax,35,35,36,36,orthorhombic,orthorhombic,6,Head,Low symmetry,True,35,0.8647471070289612,42,0.0582063905894756,18,0.0203439742326736,True,0.7653502178387688,0.140739068770646,0.8647471070289612,0.1271548569202423
opxrd_255,opxrd,final_gate_fls_model,single_softmax,13,57,14,58,monoclinic,orthorhombic,109,Head,Low symmetry,False,57,0.0851434245705604,1,0.0828051194548606,14,0.0450338870286941,False,4.797323952579719,0.8821724877583011,0.0851434245705604,0.1986953914165496
opxrd_264,opxrd,final_gate_fls_model,single_softmax,59,59,60,60,orthorhombic,orthorhombic,24,Head,Low symmetry,True,59,0.9699406027793884,61,0.0006898018182255,13,0.0006857019034214,True,0.2938525849141671,0.0540360977141308,0.9699406027793884,0.1883141547441482
opxrd_267,opxrd,final_gate_fls_model,single_softmax,220,1,221,2,cubic,triclinic,14,Head,High symmetry,False,1,0.1424427181482315,220,0.0749003961682319,14,0.0677660033106803,True,4.683015511781433,0.8611524852344837,0.1424427181482315,0.1374070048332214
opxrd_276,opxrd,final_gate_fls_model,single_softmax,14,59,15,60,monoclinic,orthorhombic,37,Head,Low symmetry,False,59,0.2514412999153137,13,0.0420805737376213,61,0.041828129440546,False,4.305244985418224,0.7916848469557746,0.2514412999153137,0.327965497970581
opxrd_28,opxrd,final_gate_fls_model,single_softmax,14,14,15,15,monoclinic,monoclinic,37,Head,Low symmetry,True,14,0.3490946292877197,73,0.1034202948212623,1,0.0343244150280952,True,3.7652087201758535,0.6923784127233351,0.3490946292877197,0.0589784979820251
opxrd_283,opxrd,final_gate_fls_model,single_softmax,1,1,2,2,triclinic,triclinic,52,Head,Low symmetry,True,1,0.7581132650375366,59,0.0094704525545239,61,0.0071742292493581,True,1.8009974605085328,0.331182639714968,0.7581132650375366,0.3662381768226623
opxrd_285,opxrd,final_gate_fls_model,single_softmax,32,1,33,2,orthorhombic,triclinic,9,Head,Low symmetry,False,1,0.9400799870491028,14,0.0062188250012695,18,0.0031725852750241,False,0.5196886100341805,0.0955647353618836,0.9400799870491028,0.2589176893234253
opxrd_286,opxrd,final_gate_fls_model,single_softmax,128,128,129,129,tetragonal,tetragonal,29,Head,Medium symmetry,True,128,0.9858075380325316,1,0.0006889990763738,14,0.0006701719248667,True,0.1464357183883906,0.0269278379497165,0.9858075380325316,0.2732318639755249
opxrd_289,opxrd,final_gate_fls_model,single_softmax,32,32,33,33,orthorhombic,orthorhombic,9,Head,Low symmetry,True,32,0.7951523065567017,35,0.0872102528810501,1,0.0150066064670681,True,1.2016496050184882,0.2209694888132164,0.7951523065567017,0.0574302747845649
opxrd_294,opxrd,final_gate_fls_model,single_softmax,204,204,205,205,cubic,cubic,4,Medium,High symmetry,True,204,0.7633825540542603,224,0.113250657916069,13,0.0061289896257221,True,1.341642032895435,0.2467124800283753,0.7633825540542603,0.3559173941612243
opxrd_304,opxrd,final_gate_fls_model,single_softmax,13,1,14,2,monoclinic,triclinic,109,Head,Low symmetry,False,1,0.7691309452056885,14,0.0298994835466146,162,0.012782659381628,False,1.6137925141684706,0.296757811442809,0.7691309452056885,0.2331281900405883
opxrd_309,opxrd,final_gate_fls_model,single_softmax,14,18,15,19,monoclinic,orthorhombic,37,Head,Low symmetry,False,18,0.4430157542228699,1,0.1543542444705963,60,0.0682927295565605,False,2.925856670814419,0.5380312615179151,0.4430157542228699,0.106756217777729
opxrd_310,opxrd,final_gate_fls_model,single_softmax,61,61,62,62,orthorhombic,orthorhombic,29,Head,Low symmetry,True,61,0.9267186522483826,13,0.0106527516618371,226,0.0090812798589468,True,0.5807610662134568,0.1067952549460802,0.9267186522483826,0.3428877592086792
opxrd_312,opxrd,final_gate_fls_model,single_softmax,141,10,142,11,tetragonal,monoclinic,1,Tail,Medium symmetry,False,10,0.0740518495440483,147,0.0704084858298301,175,0.0609211511909961,False,4.764053293624025,0.8760543977000887,0.0740518495440483,0.3300196528434753
opxrd_314,opxrd,final_gate_fls_model,single_softmax,226,226,227,227,cubic,cubic,13,Head,High symmetry,True,226,0.7595139145851135,61,0.0483728572726249,147,0.0153258508071303,True,1.613868805628747,0.2967718405615368,0.7595139145851135,0.2371813654899597
opxrd_315,opxrd,final_gate_fls_model,single_softmax,59,59,60,60,orthorhombic,orthorhombic,24,Head,Low symmetry,True,59,0.9498448371887208,61,0.0018787612207233,13,0.0011904471321031,True,0.4629072528728173,0.0851232993445398,0.9498448371887208,0.2048942893743515
opxrd_32,opxrd,final_gate_fls_model,single_softmax,13,11,14,12,monoclinic,monoclinic,109,Head,Low symmetry,False,11,0.2582834362983703,1,0.0807013139128685,60,0.057441271841526,False,3.899603543519684,0.7170920690915507,0.2582834362983703,0.1261074542999267
opxrd_328,opxrd,final_gate_fls_model,single_softmax,62,12,63,13,orthorhombic,monoclinic,10,Head,Low symmetry,False,12,0.2487289011478424,13,0.1664184629917144,69,0.1370012760162353,False,3.337031440980908,0.6136415545660145,0.2487289011478424,0.0853274166584014
opxrd_334,opxrd,final_gate_fls_model,single_softmax,147,147,148,148,trigonal,trigonal,23,Head,Medium symmetry,True,147,0.9959539175033568,138,0.0007730542565695,12,0.0002552987134549,True,0.0449686545185851,0.0082692163839533,0.9959539175033568,0.1749756336212158
opxrd_338,opxrd,final_gate_fls_model,single_softmax,220,220,221,221,cubic,cubic,14,Head,High symmetry,True,220,0.4802943468093872,224,0.3021651804447174,70,0.0118983006104826,True,2.138486983256303,0.3932430664899127,0.4802943468093872,0.1786282360553741
opxrd_343,opxrd,final_gate_fls_model,single_softmax,73,64,74,65,orthorhombic,orthorhombic,29,Head,Low symmetry,False,64,0.2544268369674682,139,0.2207762449979782,13,0.0229765959084033,False,3.737631016288927,0.6873071913747103,0.2544268369674682,0.3242365717887878
opxrd_344,opxrd,final_gate_fls_model,single_softmax,60,60,61,61,orthorhombic,orthorhombic,11,Head,Low symmetry,True,60,0.945014238357544,62,0.0073343501426279,61,0.0068355579860508,True,0.4659916131918009,0.0856904775969648,0.945014238357544,0.1743183732032776
opxrd_345,opxrd,final_gate_fls_model,single_softmax,84,18,85,19,tetragonal,orthorhombic,1,Tail,Medium symmetry,False,18,0.2155524492263794,58,0.1169468462467193,11,0.0542363300919532,False,4.046158424887532,0.7440418197374027,0.2155524492263794,0.3292722105979919
opxrd_346,opxrd,final_gate_fls_model,single_softmax,224,224,225,225,cubic,cubic,289,Head,High symmetry,True,224,0.9611160159111024,220,0.0119216730818152,215,0.0029974284116178,True,0.3185252521881713,0.0585731163695078,0.9611160159111024,0.3061774373054504
opxrd_347,opxrd,final_gate_fls_model,single_softmax,14,14,15,15,monoclinic,monoclinic,37,Head,Low symmetry,True,14,0.7775600552558899,71,0.0129296500235795,25,0.0089810993522405,True,1.6434516842833191,0.3022117903993463,0.7775600552558899,0.2125795781612396
opxrd_35,opxrd,final_gate_fls_model,single_softmax,1,59,2,60,triclinic,orthorhombic,52,Head,Low symmetry,False,59,0.238587886095047,28,0.09368846565485,13,0.0759748145937919,False,4.100924831584165,0.7541127296277327,0.238587886095047,0.3050615787506103
opxrd_350,opxrd,final_gate_fls_model,single_softmax,13,13,14,14,monoclinic,monoclinic,109,Head,Low symmetry,True,13,0.154658243060112,32,0.1335085481405258,18,0.0965775027871131,True,3.7825736228381097,0.6955716178378252,0.154658243060112,0.2916961908340454
opxrd_352,opxrd,final_gate_fls_model,single_softmax,14,59,15,60,monoclinic,orthorhombic,37,Head,Low symmetry,False,59,0.1358058154582977,13,0.1149633824825286,18,0.031346920877695,False,4.627467691472688,0.8509378824026349,0.1358058154582977,0.2550787925720215
opxrd_355,opxrd,final_gate_fls_model,single_softmax,166,1,167,2,trigonal,triclinic,5,Medium,Medium symmetry,False,1,0.1212601438164711,4,0.0805635601282119,145,0.0638500452041626,False,4.3379944531303565,0.797707095961668,0.1212601438164711,0.1920894384384155
opxrd_357,opxrd,final_gate_fls_model,single_softmax,3,3,4,4,monoclinic,monoclinic,14,Head,Low symmetry,True,3,0.8791971206665039,197,0.0462788753211498,61,0.0260714143514633,True,0.6910739110294818,0.1270805134995949,0.8791971206665039,0.0302188415080308
opxrd_36,opxrd,final_gate_fls_model,single_softmax,162,162,163,163,trigonal,trigonal,4,Medium,Medium symmetry,True,162,0.5342141389846802,14,0.0835167095065116,60,0.0688824653625488,True,2.535009139937704,0.4661589130886849,0.5342141389846802,0.2449725270271301
opxrd_360,opxrd,final_gate_fls_model,single_softmax,226,13,227,14,cubic,monoclinic,13,Head,High symmetry,False,13,0.8884251713752747,18,0.0246592555195093,3,0.0120818316936492,False,0.8160526003484052,0.1500626515338544,0.8884251713752747,0.0040946933440864
opxrd_369,opxrd,final_gate_fls_model,single_softmax,120,120,121,121,tetragonal,tetragonal,2,Tail,Medium symmetry,True,120,0.638073205947876,87,0.0716631263494491,215,0.0368318818509578,True,2.23397463413096,0.4108021430407041,0.638073205947876,0.2453437149524688
