sample_id,dataset,model_name,checkpoint_path,fusion_mode,fls_status,perturbation_type,seed,index,true_label,pred_label,true_sg,pred_sg,true_crystal_system,pred_crystal_system,symmetry_level,correct,top1_label,top1_prob,top2_label,top2_prob,top3_label,top3_prob,top3_hit,predictive_entropy,normalized_predictive_entropy,max_probability,probability_sum,gate_weight,gate_mean,gate_median,gate_std,gate_min,gate_max,peak_descriptor_perturbed,perturbation_notes,gate_return_method,uncertainty_source,class_count_train,class_frequency_group,coverage_level,entropy_threshold,retained,rejected
opxrd_0,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,0,224,13,225,14,cubic,monoclinic,High symmetry,False,13,0.374085009098053,216,0.2987794876098633,68,0.0456015840172767,False,2.597168812080015,0.4775893591361185,0.374085009098053,1.0,0.3075354695320129,0.3075354695320129,0.3075354695320129,0.0,0.3075354695320129,0.3075354695320129,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1113,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1113,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8412838578224182,128,0.0008287137025035,162,0.000813344027847,True,1.2975760314583331,0.2386092511245976,0.8412838578224182,1.0,0.1345587819814682,0.1345587819814682,0.1345587819814682,0.0,0.1345587819814682,0.1345587819814682,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1117,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1117,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8404296040534973,45,0.0009622123325243,162,0.0008236669236794,True,1.3039395686218735,0.2397794321392619,0.8404296040534973,0.9999998807907104,0.1331151723861694,0.1331151723861694,0.1331151723861694,0.0,0.1331151723861694,0.1331151723861694,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1118,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1118,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8650280833244324,1,0.001098726526834,61,0.0010450098197907,True,1.1261835129707336,0.2070921457733817,0.8650280833244324,1.0000001192092896,0.134937897324562,0.134937897324562,0.134937897324562,0.0,0.134937897324562,0.134937897324562,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1120,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1120,224,224,225,225,cubic,cubic,High symmetry,True,224,0.841041624546051,128,0.0008085961453616,162,0.0008036253275349,True,1.299371401790685,0.2389393990004121,0.841041624546051,0.9999998211860656,0.1473114788532257,0.1473114788532257,0.1473114788532257,0.0,0.1473114788532257,0.1473114788532257,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1123,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1123,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8408289551734924,45,0.0009168191463686,162,0.0008340034401044,True,1.3009999945690234,0.2392388784095605,0.8408289551734924,1.0,0.1287731677293777,0.1287731677293777,0.1287731677293777,0.0,0.1287731677293777,0.1287731677293777,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1126,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1126,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8469809889793396,45,0.0014051073230803,147,0.0008416846394538,True,1.2570857866459455,0.2311635625804919,0.8469809889793396,0.9999998807907104,0.1291962265968322,0.1291962265968322,0.1291962265968322,0.0,0.1291962265968322,0.1291962265968322,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1135,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1135,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8430498242378235,45,0.000868305505719,162,0.0008160352008417,True,1.2851785856127806,0.2363295039673228,0.8430498242378235,0.9999998807907104,0.1370838731527328,0.1370838731527328,0.1370838731527328,0.0,0.1370838731527328,0.1370838731527328,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1138,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1138,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8422703742980957,45,0.001290364540182,162,0.0008211870444938,True,1.2908361468373442,0.2373698641575981,0.8422703742980957,1.0,0.1406072378158569,0.1406072378158569,0.1406072378158569,0.0,0.1406072378158569,0.1406072378158569,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_114,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,114,32,13,33,14,orthorhombic,monoclinic,Low symmetry,False,13,0.0512719601392746,71,0.0396383181214332,128,0.0376071333885192,False,5.116796527020821,0.9409198057528896,0.0512719601392746,0.9999999403953552,0.2852575182914734,0.2852575182914734,0.2852575182914734,0.0,0.2852575182914734,0.2852575182914734,False,clean input; no perturbation applied,forward_return_gate,single_softmax,9,Head,0.8,3.6350513474075674,False,True
opxrd_1140,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1140,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8409879207611084,45,0.0009891163790598,162,0.0008196563576348,True,1.299907463332976,0.2390379745289837,0.8409879207611084,1.0,0.1420119404792785,0.1420119404792785,0.1420119404792785,0.0,0.1420119404792785,0.1420119404792785,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1142,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1142,224,224,225,225,cubic,cubic,High symmetry,True,224,0.9042630791664124,1,0.0015703233657404,145,0.0012755952775478,True,0.831283437716313,0.1528634266793944,0.9042630791664124,1.0000001192092896,0.0725552290678024,0.0725552290678024,0.0725552290678024,0.0,0.0725552290678024,0.0725552290678024,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1145,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1145,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8500168323516846,45,0.0018986153881996,147,0.000850822078064,True,1.235030723503429,0.2271078911035557,0.8500168323516846,0.9999999403953552,0.1302197426557541,0.1302197426557541,0.1302197426557541,0.0,0.1302197426557541,0.1302197426557541,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1152,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1152,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8391854166984558,162,0.0008444634731858,128,0.0008288182434625,True,1.3124016013752913,0.2413355022648911,0.8391854166984558,1.0,0.1242426037788391,0.1242426037788391,0.1242426037788391,0.0,0.1242426037788391,0.1242426037788391,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1175,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1175,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8894706964492798,1,0.0010704998858273,59,0.0007220852421596,True,0.944992496923263,0.1737732098486777,0.8894706964492798,1.0000001192092896,0.114753782749176,0.114753782749176,0.114753782749176,0.0,0.114753782749176,0.114753782749176,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1180,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1180,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8423473834991455,45,0.0008529514889232,162,0.0008272353443317,True,1.290104768747318,0.2372353721709097,0.8423473834991455,1.0000001192092896,0.1355585306882858,0.1355585306882858,0.1355585306882858,0.0,0.1355585306882858,0.1355585306882858,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1183,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1183,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8396979570388794,45,0.0008443835540674,162,0.0008321647183038,True,1.3089954142648583,0.2407091437811441,0.8396979570388794,0.9999999403953552,0.129344642162323,0.129344642162323,0.129344642162323,0.0,0.129344642162323,0.129344642162323,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1185,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1185,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8384866118431091,45,0.001765911700204,147,0.0008277206798084,True,1.317325744970701,0.2422409954207797,0.8384866118431091,1.0,0.1425535082817077,0.1425535082817077,0.1425535082817077,0.0,0.1425535082817077,0.1425535082817077,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_1188,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1188,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8408721685409546,45,0.0008793706656433,162,0.0008305899100378,True,1.3006713847091382,0.2391784508502666,0.8408721685409546,1.0000001192092896,0.1272454261779785,0.1272454261779785,0.1272454261779785,0.0,0.1272454261779785,0.1272454261779785,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_119,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,119,61,61,62,62,orthorhombic,orthorhombic,Low symmetry,True,61,0.9139904379844666,62,0.0100565077736973,59,0.0043545761145651,True,0.7161363030948411,0.1316891980445656,0.9139904379844666,0.9999999403953552,0.1746309101581573,0.1746309101581573,0.1746309101581573,0.0,0.1746309101581573,0.1746309101581573,False,clean input; no perturbation applied,forward_return_gate,single_softmax,29,Head,0.8,3.6350513474075674,True,False
opxrd_1190,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,1190,224,224,225,225,cubic,cubic,High symmetry,True,224,0.8378705978393555,45,0.0008577498956583,162,0.0008452126639895,True,1.3218001607192589,0.2430637888179293,0.8378705978393555,1.0,0.1275692135095596,0.1275692135095596,0.1275692135095596,0.0,0.1275692135095596,0.1275692135095596,False,clean input; no perturbation applied,forward_return_gate,single_softmax,289,Head,0.8,3.6350513474075674,True,False
opxrd_120,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,120,3,1,4,2,monoclinic,triclinic,Low symmetry,False,1,0.7994521260261536,10,0.0306751672178506,13,0.0213023517280817,False,1.3861766771008477,0.2549018869265677,0.7994521260261536,1.0,0.3119993507862091,0.3119993507862091,0.3119993507862091,0.0,0.3119993507862091,0.3119993507862091,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,True,False
opxrd_124,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,124,18,18,19,19,orthorhombic,orthorhombic,Low symmetry,True,18,0.1837441772222519,1,0.0229293070733547,199,0.0217528473585844,True,4.673611287099551,0.8594231568912115,0.1837441772222519,1.0,0.1397291868925094,0.1397291868925094,0.1397291868925094,0.0,0.1397291868925094,0.1397291868925094,False,clean input; no perturbation applied,forward_return_gate,single_softmax,27,Head,0.8,3.6350513474075674,False,True
opxrd_125,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,125,223,61,224,62,cubic,orthorhombic,High symmetry,False,61,0.2189104855060577,13,0.0911254659295082,139,0.076586402952671,False,4.005830179173645,0.7366259209571637,0.2189104855060577,1.0,0.3390132784843445,0.3390132784843445,0.3390132784843445,0.0,0.3390132784843445,0.3390132784843445,False,clean input; no perturbation applied,forward_return_gate,single_softmax,1,Tail,0.8,3.6350513474075674,False,True
opxrd_127,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,127,10,10,11,11,monoclinic,monoclinic,Low symmetry,True,10,0.9557605385780334,13,0.0018078612629324,59,0.0012113297125324,True,0.4118681706115882,0.0757378013843536,0.9557605385780334,1.0000001192092896,0.248321384191513,0.248321384191513,0.248321384191513,0.0,0.248321384191513,0.248321384191513,False,clean input; no perturbation applied,forward_return_gate,single_softmax,13,Head,0.8,3.6350513474075674,True,False
opxrd_15,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,15,220,62,221,63,cubic,orthorhombic,High symmetry,False,62,0.7329860329627991,25,0.0775716081261634,224,0.0271427109837532,False,1.649826227365553,0.3033839952753904,0.7329860329627991,1.0000001192092896,0.1531473398208618,0.1531473398208618,0.1531473398208618,0.0,0.1531473398208618,0.1531473398208618,False,clean input; no perturbation applied,forward_return_gate,single_softmax,14,Head,0.8,3.6350513474075674,True,False
opxrd_150,opxrd,final_gate_fls_model,training_results/exp_results/exp_test4_model.pth,gate,verified,clean,0,150,14,14,15,15,monoclinic,monoclinic,Low symmetry,True,14,0.41370689868927,73,0.1839357614517212,1,0.0232920385897159,True,3.149218408863371,0.5791049063399838,0.41370689868927,1.0,0.0597247518599033,0.0597247518599033,0.0597247518599033,0.0,0.0597247518599033,0.0597247518599033,False,clean input; no perturbation applied,forward_return_gate,single_softmax,37,Head,0.8,3.6350513474075674,True,False
